acquisition_key,processing_key,collect_id,task_id,stac_item_id,collect_name,platform,datetime_utc,start_datetime_utc,end_datetime_utc,catalog_duration_s,processing_version,processing_created_utc,processing_updated_utc,processing_software_json,instrument_mode,product_type,platform_count,is_multistatic,incidence_deg,view_azimuth_deg,look_side,polarizations_json,resolution_range_m,resolution_azimuth_m,best_resolution_range_m,best_resolution_azimuth_m,geometry_json,geometry_sha256,stac_s3_key,asset_count,assets_json,has_cphd,has_sicd,has_sicd_xml,has_gec_or_preview,cphd_count,sicd_count,cphd_size_bytes,sicd_size_bytes,anomaly_flags_json,preferred_processing,processing_variant_rank,processing_variant_count,geometry_valid,footprint_area_km2,ocean_fraction,land_fraction,representative_ocean_lon,representative_ocean_lat,coast_distance_m_proxy,max_ocean_roi_diameter_m_proxy,ocean_roi_available,land_control_available,geometry_role,geometry_error,measured_peak_period_s,model_peak_period_s,model_mean_period_s,period_proxy_for_screening_s,period_proxy_source,period_metrics_provisional,wave_model,wave_model_role,wave_model_query_url,wave_model_query_utc,wave_model_payload_sha256,wave_model_cache,wave_model_error,wave_model_time_utc,wave_model_time_offset_s,wave_model_grid_lat,wave_model_grid_lon,model_total_hs_m,model_swell_height_m,model_swell_height_ratio,model_swell_energy_proxy_ratio,model_swell_direction_from_deg,model_swell_propagation_to_deg,model_wave_range_axial_difference_deg,model_wave_range_full_difference_deg
collect:04b5d226-d0b3-4a25-851a-b0646e2d1205,processing:e8d551c0a073abee9382af14,04b5d226-d0b3-4a25-851a-b0646e2d1205,e0c5cf1c-0bc2-42d0-91ea-ffe056c3ef27,d26c3e17-42b6-43e4-9320-a7ba09bd6e01,2024-03-02-20-11-59_UMBRA-06,Umbra-06,2024-03-02T20:11:59.400000Z,2024-03-02T20:11:50Z,2024-03-02T20:12:08.800001Z,18.800001,4.31.2,2025-12-30T16:22:19.159766Z,2025-12-30T16:22:19.159788Z,"{""Umbra SAR Processor"": ""4.31.2""}",SPOTLIGHT,GEC,1,False,79.16130144773324,319.92605264598467,left,"[""VV""]",0.4999999999320525,0.25000000009008355,0.42827128110538937,0.19725062787310566,"{""coordinates"":[[[42.89496679018568,13.351279827613615,-6.607967339468499],[42.9543975132848,13.282119088082258,-6.583077814462427],[43.02503251326902,13.34030282445348,-6.607476304287365],[42.965607664247024,13.409479807188703,-6.58309126707238],[42.89496679018568,13.351279827613615,-6.607967339468499]]],""type"":""Polygon""}",b314382ab5046c5a0bf581c592168b1bbb3b51c01f48fe2651c81c3328dddf19,sar-data/task-data/e0c5cf1c-0bc2-42d0-91ea-ffe056c3ef27/2024-03-02-20-11-59_UMBRA-06/2024-03-02-20-11-59_UMBRA-06.stac.v2.json,8,"[{""etag"":""691c967c1f595ac70a725bc930dde5b4-1"",""href"":""s3://prod-prod-processed-sar-data/2024-03-02/04b5d226-d0b3-4a25-851a-b0646e2d1205/d26c3e17-42b6-43e4-9320-a7ba09bd6e01/2024-03-02-20-11-49_UMBRA-06.stac.v2.json"",""kind"":""STAC"",""last_modified"":""2025-12-30T16:24:35.000Z"",""name"":""2024-03-02-20-11-49_UMBRA-06.stac.v2.json"",""public_key"":""sar-data/task-data/e0c5cf1c-0bc2-42d0-91ea-ffe056c3ef27/2024-03-02-20-11-59_UMBRA-06/2024-03-02-20-11-59_UMBRA-06.stac.v2.json"",""size_bytes"":7383},{""etag"":null,""href"":""s3://prod-prod-processed-sar-data/2024-03-02/04b5d226-d0b3-4a25-851a-b0646e2d1205/d26c3e17-42b6-43e4-9320-a7ba09bd6e01/2024-03-02-20-11-49_UMBRA-06_CSI_MM.tif"",""kind"":""TIFF"",""last_modified"":null,""name"":""2024-03-02-20-11-49_UMBRA-06_CSI_MM.tif"",""public_key"":""sar-data/task-data/e0c5cf1c-0bc2-42d0-91ea-ffe056c3ef27/2024-03-02-20-11-59_UMBRA-06/2024-03-02-20-11-49_UMBRA-06_CSI_MM.tif"",""size_bytes"":null},{""etag"":""d7dac628f61523ff1d0daa8b5f300f7a-20"",""href"":""s3://prod-prod-processed-sar-data/2024-03-02/04b5d226-d0b3-4a25-851a-b0646e2d1205/d26c3e17-42b6-43e4-9320-a7ba09bd6e01/2024-03-02-20-11-49_UMBRA-06_CSI_SIDD_MM.nitf"",""kind"":""SIDD"",""last_modified"":""2025-12-30T16:24:35.000Z"",""name"":""2024-03-02-20-11-49_UMBRA-06_CSI_SIDD_MM.nitf"",""public_key"":""sar-data/task-data/e0c5cf1c-0bc2-42d0-91ea-ffe056c3ef27/2024-03-02-20-11-59_UMBRA-06/2024-03-02-20-11-59_UMBRA-06_SIDD.nitf"",""size_bytes"":1024074674},{""etag"":""dcc78fe9428ccfb8731f2a6eb8bf4f99-435"",""href"":""s3://prod-prod-processed-sar-data/2024-03-02/04b5d226-d0b3-4a25-851a-b0646e2d1205/d26c3e17-42b6-43e4-9320-a7ba09bd6e01/2024-03-02-20-11-49_UMBRA-06_MM.cphd"",""kind"":""CPHD"",""last_modified"":""2025-12-30T16:24:35.000Z"",""name"":""2024-03-02-20-11-49_UMBRA-06_MM.cphd"",""public_key"":""sar-data/task-data/e0c5cf1c-0bc2-42d0-91ea-ffe056c3ef27/2024-03-02-20-11-59_UMBRA-06/2024-03-02-20-11-59_UMBRA-06_CPHD.cphd"",""size_bytes"":22795764800},{""etag"":null,""href"":""s3://prod-prod-processed-sar-data/2024-03-02/04b5d226-d0b3-4a25-851a-b0646e2d1205/d26c3e17-42b6-43e4-9320-a7ba09bd6e01/2024-03-02-20-11-49_UMBRA-06_MM.tif"",""kind"":""TIFF"",""last_modified"":null,""name"":""2024-03-02-20-11-49_UMBRA-06_MM.tif"",""public_key"":""sar-data/task-data/e0c5cf1c-0bc2-42d0-91ea-ffe056c3ef27/2024-03-02-20-11-59_UMBRA-06/2024-03-02-20-11-49_UMBRA-06_MM.tif"",""size_bytes"":null},{""etag"":""0b8834fc083c4d05fd901aa067ec966e-229"",""href"":""s3://prod-prod-processed-sar-data/2024-03-02/04b5d226-d0b3-4a25-851a-b0646e2d1205/d26c3e17-42b6-43e4-9320-a7ba09bd6e01/2024-03-02-20-11-49_UMBRA-06_SICD_MM.nitf"",""kind"":""SICD"",""last_modified"":""2025-12-30T16:24:35.000Z"",""name"":""2024-03-02-20-11-49_UMBRA-06_SICD_MM.nitf"",""public_key"":""sar-data/task-data/e0c5cf1c-0bc2-42d0-91ea-ffe056c3ef27/2024-03-02-20-11-59_UMBRA-06/2024-03-02-20-11-59_UMBRA-06_SICD.nitf"",""size_bytes"":11954116174},{""etag"":null,""href"":""s3://prod-prod-processed-sar-data/2024-03-02/04b5d226-d0b3-4a25-851a-b0646e2d1205/d26c3e17-42b6-43e4-9320-a7ba09bd6e01/2024-03-02-20-11-49_UMBRA-06_SICD_MM.xml"",""kind"":""SICD_XML"",""last_modified"":null,""name"":""2024-03-02-20-11-49_UMBRA-06_SICD_MM.xml"",""public_key"":""sar-data/task-data/e0c5cf1c-0bc2-42d0-91ea-ffe056c3ef27/2024-03-02-20-11-59_UMBRA-06/2024-03-02-20-11-49_UMBRA-06_SICD_MM.xml"",""size_bytes"":null},{""etag"":""d7dac628f61523ff1d0daa8b5f300f7a-20"",""href"":""s3://prod-prod-processed-sar-data/2024-03-02/04b5d226-d0b3-4a25-851a-b0646e2d1205/d26c3e17-42b6-43e4-9320-a7ba09bd6e01/2024-03-02-20-11-49_UMBRA-06_SIDD_MM.nitf"",""kind"":""SIDD"",""last_modified"":""2025-12-30T16:24:35.000Z"",""name"":""2024-03-02-20-11-49_UMBRA-06_SIDD_MM.nitf"",""public_key"":""sar-data/task-data/e0c5cf1c-0bc2-42d0-91ea-ffe056c3ef27/2024-03-02-20-11-59_UMBRA-06/2024-03-02-20-11-59_UMBRA-06_SIDD.nitf"",""size_bytes"":1024074674}]",True,True,True,True,1,1,22795764800,11954116174,[],True,1,1,True,100.38390506498556,0.9999999999999123,8.770761894538737e-14,42.96000043846567,13.345791326033547,4998.958917026459,9997.917834052918,True,False,natural_earth_preliminary_only,,,,5.7,5.7,model_mean_period_proxy,True,meteofrance_wave,screening_not_independent_validation,"https://marine-api.open-meteo.com/v1/marine?latitude=13.345791326033547&longitude=42.96000043846567&start_date=2024-03-02&end_date=2024-03-02&hourly=wave_height,wave_direction,wave_period,wave_peak_period,wind_wave_height,wind_wave_direction,wind_wave_period,wind_wave_peak_period,swell_wave_height,swell_wave_direction,swell_wave_period,swell_wave_peak_period,secondary_swell_wave_height,secondary_swell_wave_direction,secondary_swell_wave_period&timezone=GMT&cell_selection=sea&models=meteofrance_wave",2026-09-14T08:41:12.776828+00:00,e55ff77842d754f9fb7500bdb0978f33ae02176d736f1ac8aceca173e12c11d6,Block16_scene_selection\cache\wave_model\2a528042a9300474078bc50ef58f7e4d9aa60f0a8fe886cdc0447eccb91e5cf1.json,,2024-03-02T20:00:00+00:00,-719.4,13.375,42.958344,1.86,0.2,0.10752688172043011,0.011562030292519367,96.0,276.0,43.92605264598467,-43.92605264598467
collect:0965638a-a446-4fd7-afcd-7a4d96903af2,processing:bfd916cdf3aab1748509aae6,0965638a-a446-4fd7-afcd-7a4d96903af2,19c406cc-522b-4aed-94ed-d6859befd724,6bdb2a3f-b18e-495d-84f5-3a3cdedaba31,2024-10-22-22-04-46_UMBRA-09,Umbra-09,2024-10-22T22:04:46.400000Z,2024-10-22T22:04:38Z,2024-10-22T22:04:54.800000Z,16.8,4.31.2,2025-12-30T17:15:56.610251Z,2025-12-30T17:15:56.610279Z,"{""Umbra SAR Processor"": ""4.31.2""}",SPOTLIGHT,GEC,1,False,44.63355602444103,77.92174810965952,right,"[""HH""]",0.4999999993838756,0.12500000016418644,0.40786633277604817,0.09526756043581315,"{""coordinates"":[[[-162.98944713223253,69.8069988214129,4.31978284137415],[-163.11628588713933,69.7976102161731,4.3195834304368965],[-163.08904582285382,69.75379017378339,4.320029232395704],[-162.96245799170686,69.76315936226342,4.319584804403841],[-162.98944713223253,69.8069988214129,4.31978284137415]]],""type"":""Polygon""}",b3d94b0a4e27532b268f574646d3aac83aee0cafa2afe70dccf28e90dc967e03,sar-data/task-data/19c406cc-522b-4aed-94ed-d6859befd724/2024-10-22-22-04-46_UMBRA-09/2024-10-22-22-04-46_UMBRA-09.stac.v2.json,7,"[{""etag"":""745d04603418781b035458f46fd15ff9-1"",""href"":""s3://prod-prod-processed-sar-data/2024-10-22/0965638a-a446-4fd7-afcd-7a4d96903af2/6bdb2a3f-b18e-495d-84f5-3a3cdedaba31/2024-10-22-22-04-37_UMBRA-09.stac.v2.json"",""kind"":""STAC"",""last_modified"":""2025-12-30T17:17:35.000Z"",""name"":""2024-10-22-22-04-37_UMBRA-09.stac.v2.json"",""public_key"":""sar-data/task-data/19c406cc-522b-4aed-94ed-d6859befd724/2024-10-22-22-04-46_UMBRA-09/2024-10-22-22-04-46_UMBRA-09.stac.v2.json"",""size_bytes"":6937},{""etag"":null,""href"":""s3://prod-prod-processed-sar-data/2024-10-22/0965638a-a446-4fd7-afcd-7a4d96903af2/6bdb2a3f-b18e-495d-84f5-3a3cdedaba31/2024-10-22-22-04-37_UMBRA-09_CSI_MM.tif"",""kind"":""TIFF"",""last_modified"":null,""name"":""2024-10-22-22-04-37_UMBRA-09_CSI_MM.tif"",""public_key"":""sar-data/task-data/19c406cc-522b-4aed-94ed-d6859befd724/2024-10-22-22-04-46_UMBRA-09/2024-10-22-22-04-37_UMBRA-09_CSI_MM.tif"",""size_bytes"":null},{""etag"":""8749ebac7a6ae6f5de405d909fc1082b-624"",""href"":""s3://prod-prod-processed-sar-data/2024-10-22/0965638a-a446-4fd7-afcd-7a4d96903af2/6bdb2a3f-b18e-495d-84f5-3a3cdedaba31/2024-10-22-22-04-37_UMBRA-09_MM.cphd"",""kind"":""CPHD"",""last_modified"":""2025-12-30T17:17:34.000Z"",""name"":""2024-10-22-22-04-37_UMBRA-09_MM.cphd"",""public_key"":""sar-data/task-data/19c406cc-522b-4aed-94ed-d6859befd724/2024-10-22-22-04-46_UMBRA-09/2024-10-22-22-04-46_UMBRA-09_CPHD.cphd"",""size_bytes"":32698679872},{""etag"":null,""href"":""s3://prod-prod-processed-sar-data/2024-10-22/0965638a-a446-4fd7-afcd-7a4d96903af2/6bdb2a3f-b18e-495d-84f5-3a3cdedaba31/2024-10-22-22-04-37_UMBRA-09_MM.tif"",""kind"":""TIFF"",""last_modified"":null,""name"":""2024-10-22-22-04-37_UMBRA-09_MM.tif"",""public_key"":""sar-data/task-data/19c406cc-522b-4aed-94ed-d6859befd724/2024-10-22-22-04-46_UMBRA-09/2024-10-22-22-04-37_UMBRA-09_MM.tif"",""size_bytes"":null},{""etag"":""f25e4f15743fbd6cd12edfb688ac6a4c-135"",""href"":""s3://prod-prod-processed-sar-data/2024-10-22/0965638a-a446-4fd7-afcd-7a4d96903af2/6bdb2a3f-b18e-495d-84f5-3a3cdedaba31/2024-10-22-22-04-37_UMBRA-09_SICD_MM.nitf"",""kind"":""SICD"",""last_modified"":""2025-12-30T17:17:35.000Z"",""name"":""2024-10-22-22-04-37_UMBRA-09_SICD_MM.nitf"",""public_key"":""sar-data/task-data/19c406cc-522b-4aed-94ed-d6859befd724/2024-10-22-22-04-46_UMBRA-09/2024-10-22-22-04-46_UMBRA-09_SICD.nitf"",""size_bytes"":7027712010},{""etag"":null,""href"":""s3://prod-prod-processed-sar-data/2024-10-22/0965638a-a446-4fd7-afcd-7a4d96903af2/6bdb2a3f-b18e-495d-84f5-3a3cdedaba31/2024-10-22-22-04-37_UMBRA-09_SICD_MM.xml"",""kind"":""SICD_XML"",""last_modified"":null,""name"":""2024-10-22-22-04-37_UMBRA-09_SICD_MM.xml"",""public_key"":""sar-data/task-data/19c406cc-522b-4aed-94ed-d6859befd724/2024-10-22-22-04-46_UMBRA-09/2024-10-22-22-04-37_UMBRA-09_SICD_MM.xml"",""size_bytes"":null},{""etag"":""6a4103a122ecea93ce0c120cd0c28de0-5"",""href"":""s3://prod-prod-processed-sar-data/2024-10-22/0965638a-a446-4fd7-afcd-7a4d96903af2/6bdb2a3f-b18e-495d-84f5-3a3cdedaba31/2024-10-22-22-04-37_UMBRA-09_SIDD_MM.nitf"",""kind"":""SIDD"",""last_modified"":""2025-12-30T17:17:35.000Z"",""name"":""2024-10-22-22-04-37_UMBRA-09_SIDD_MM.nitf"",""public_key"":""sar-data/task-data/19c406cc-522b-4aed-94ed-d6859befd724/2024-10-22-22-04-46_UMBRA-09/2024-10-22-22-04-46_UMBRA-09_SIDD.nitf"",""size_bytes"":256042709}]",True,True,True,True,1,1,32698679872,7027712010,[],True,1,2,True,24.820158941128273,0.859987023946115,0.14001297605388496,-163.0150678077439,69.78874085166827,1799.8974109513485,3599.794821902697,True,True,natural_earth_preliminary_only,,,,4.5,4.5,model_mean_period_proxy,True,meteofrance_wave,screening_not_independent_validation,"https://marine-api.open-meteo.com/v1/marine?latitude=69.78874085166827&longitude=-163.0150678077439&start_date=2024-10-22&end_date=2024-10-22&hourly=wave_height,wave_direction,wave_period,wave_peak_period,wind_wave_height,wind_wave_direction,wind_wave_period,wind_wave_peak_period,swell_wave_height,swell_wave_direction,swell_wave_period,swell_wave_peak_period,secondary_swell_wave_height,secondary_swell_wave_direction,secondary_swell_wave_period&timezone=GMT&cell_selection=sea&models=meteofrance_wave",2026-09-14T08:41:12.778219+00:00,19fb206cd30fbcd50aa800529f001411d37783421b5c67070974a510062fbc15,Block16_scene_selection\cache\wave_model\e82b77e19615376442528afd10cf9702c044560e72229fa15737f8236488c312.json,,2024-10-22T22:00:00+00:00,-286.4,69.791664,-163.04166,0.58,0.5,0.8620689655172414,0.7431629013079668,249.0,69.0,8.921748109659518,-8.921748109659518
collect:140737c1-b3f0-4619-9720-917f18c35336,processing:f4af223f14043bad0179c2ac,140737c1-b3f0-4619-9720-917f18c35336,166831ef-f7ce-4e6f-b7c3-cec49cfa0a0f,7b161ee4-49be-41fc-a520-bcf2e191dde7,2024-03-02-18-38-32_UMBRA-06,Umbra-06,2024-03-02T18:38:32.299999Z,2024-03-02T18:38:24Z,2024-03-02T18:38:40.599998Z,16.599998,4.31.2,2025-12-30T17:43:26.823913Z,2025-12-30T17:43:26.823946Z,"{""Umbra SAR Processor"": ""4.31.2""}",SPOTLIGHT,GEC,1,False,77.77384605850456,67.90688822098618,right,"[""VV""]",0.49999999993549266,0.2500000000706351,0.42883598153033825,0.199584129785151,"{""coordinates"":[[[42.98541134885118,13.404672494524416,-6.586941020077659],[42.899865769989226,13.370669338406259,-6.604120822572229],[42.93459754802258,13.286920687964551,-6.58643630519319],[43.02011850951774,13.320912353225562,-6.604114576800887],[42.98541134885118,13.404672494524416,-6.586941020077659]]],""type"":""Polygon""}",0a8ad3da09ae215aecc0bf580890d6e32a77f29b6bab5255764d274aaa02ed29,sar-data/task-data/166831ef-f7ce-4e6f-b7c3-cec49cfa0a0f/2024-03-02-18-38-32_UMBRA-06/2024-03-02-18-38-32_UMBRA-06.stac.v2.json,8,"[{""etag"":""22e12e2ec5c7251f7c617d82169526f4-1"",""href"":""s3://prod-prod-processed-sar-data/2024-03-02/140737c1-b3f0-4619-9720-917f18c35336/7b161ee4-49be-41fc-a520-bcf2e191dde7/2024-03-02-18-38-23_UMBRA-06.stac.v2.json"",""kind"":""STAC"",""last_modified"":""2025-12-30T17:46:14.000Z"",""name"":""2024-03-02-18-38-23_UMBRA-06.stac.v2.json"",""public_key"":""sar-data/task-data/166831ef-f7ce-4e6f-b7c3-cec49cfa0a0f/2024-03-02-18-38-32_UMBRA-06/2024-03-02-18-38-32_UMBRA-06.stac.v2.json"",""size_bytes"":7386},{""etag"":null,""href"":""s3://prod-prod-processed-sar-data/2024-03-02/140737c1-b3f0-4619-9720-917f18c35336/7b161ee4-49be-41fc-a520-bcf2e191dde7/2024-03-02-18-38-23_UMBRA-06_CSI_MM.tif"",""kind"":""TIFF"",""last_modified"":null,""name"":""2024-03-02-18-38-23_UMBRA-06_CSI_MM.tif"",""public_key"":""sar-data/task-data/166831ef-f7ce-4e6f-b7c3-cec49cfa0a0f/2024-03-02-18-38-32_UMBRA-06/2024-03-02-18-38-23_UMBRA-06_CSI_MM.tif"",""size_bytes"":null},{""etag"":""a214fa080d7559d37d3291910c8ef7f2-20"",""href"":""s3://prod-prod-processed-sar-data/2024-03-02/140737c1-b3f0-4619-9720-917f18c35336/7b161ee4-49be-41fc-a520-bcf2e191dde7/2024-03-02-18-38-23_UMBRA-06_CSI_SIDD_MM.nitf"",""kind"":""SIDD"",""last_modified"":""2025-12-30T17:46:14.000Z"",""name"":""2024-03-02-18-38-23_UMBRA-06_CSI_SIDD_MM.nitf"",""public_key"":""sar-data/task-data/166831ef-f7ce-4e6f-b7c3-cec49cfa0a0f/2024-03-02-18-38-32_UMBRA-06/2024-03-02-18-38-32_UMBRA-06_SIDD.nitf"",""size_bytes"":1024074691},{""etag"":""9931b3c54d7f44f88d2a4e67b4ee6aa8-389"",""href"":""s3://prod-prod-processed-sar-data/2024-03-02/140737c1-b3f0-4619-9720-917f18c35336/7b161ee4-49be-41fc-a520-bcf2e191dde7/2024-03-02-18-38-23_UMBRA-06_MM.cphd"",""kind"":""CPHD"",""last_modified"":""2025-12-30T17:46:14.000Z"",""name"":""2024-03-02-18-38-23_UMBRA-06_MM.cphd"",""public_key"":""sar-data/task-data/166831ef-f7ce-4e6f-b7c3-cec49cfa0a0f/2024-03-02-18-38-32_UMBRA-06/2024-03-02-18-38-32_UMBRA-06_CPHD.cphd"",""size_bytes"":20359066864},{""etag"":null,""href"":""s3://prod-prod-processed-sar-data/2024-03-02/140737c1-b3f0-4619-9720-917f18c35336/7b161ee4-49be-41fc-a520-bcf2e191dde7/2024-03-02-18-38-23_UMBRA-06_MM.tif"",""kind"":""TIFF"",""last_modified"":null,""name"":""2024-03-02-18-38-23_UMBRA-06_MM.tif"",""public_key"":""sar-data/task-data/166831ef-f7ce-4e6f-b7c3-cec49cfa0a0f/2024-03-02-18-38-32_UMBRA-06/2024-03-02-18-38-23_UMBRA-06_MM.tif"",""size_bytes"":null},{""etag"":""f5a3b53d101683cdeacfaee8306fe07d-228"",""href"":""s3://prod-prod-processed-sar-data/2024-03-02/140737c1-b3f0-4619-9720-917f18c35336/7b161ee4-49be-41fc-a520-bcf2e191dde7/2024-03-02-18-38-23_UMBRA-06_SICD_MM.nitf"",""kind"":""SICD"",""last_modified"":""2025-12-30T17:46:14.000Z"",""name"":""2024-03-02-18-38-23_UMBRA-06_SICD_MM.nitf"",""public_key"":""sar-data/task-data/166831ef-f7ce-4e6f-b7c3-cec49cfa0a0f/2024-03-02-18-38-32_UMBRA-06/2024-03-02-18-38-32_UMBRA-06_SICD.nitf"",""size_bytes"":11925792464},{""etag"":null,""href"":""s3://prod-prod-processed-sar-data/2024-03-02/140737c1-b3f0-4619-9720-917f18c35336/7b161ee4-49be-41fc-a520-bcf2e191dde7/2024-03-02-18-38-23_UMBRA-06_SICD_MM.xml"",""kind"":""SICD_XML"",""last_modified"":null,""name"":""2024-03-02-18-38-23_UMBRA-06_SICD_MM.xml"",""public_key"":""sar-data/task-data/166831ef-f7ce-4e6f-b7c3-cec49cfa0a0f/2024-03-02-18-38-32_UMBRA-06/2024-03-02-18-38-23_UMBRA-06_SICD_MM.xml"",""size_bytes"":null},{""etag"":""a214fa080d7559d37d3291910c8ef7f2-20"",""href"":""s3://prod-prod-processed-sar-data/2024-03-02/140737c1-b3f0-4619-9720-917f18c35336/7b161ee4-49be-41fc-a520-bcf2e191dde7/2024-03-02-18-38-23_UMBRA-06_SIDD_MM.nitf"",""kind"":""SIDD"",""last_modified"":""2025-12-30T17:46:14.000Z"",""name"":""2024-03-02-18-38-23_UMBRA-06_SIDD_MM.nitf"",""public_key"":""sar-data/task-data/166831ef-f7ce-4e6f-b7c3-cec49cfa0a0f/2024-03-02-18-38-32_UMBRA-06/2024-03-02-18-38-32_UMBRA-06_SIDD.nitf"",""size_bytes"":1024074691}]",True,True,True,True,1,1,20359066864,11925792464,[],True,1,1,True,100.38391753164537,1.0,0.0,42.959996503401584,13.34579084581591,4998.012535032778,9996.025070065556,True,False,natural_earth_preliminary_only,,,,5.65,5.65,model_mean_period_proxy,True,meteofrance_wave,screening_not_independent_validation,"https://marine-api.open-meteo.com/v1/marine?latitude=13.34579084581591&longitude=42.959996503401584&start_date=2024-03-02&end_date=2024-03-02&hourly=wave_height,wave_direction,wave_period,wave_peak_period,wind_wave_height,wind_wave_direction,wind_wave_period,wind_wave_peak_period,swell_wave_height,swell_wave_direction,swell_wave_period,swell_wave_peak_period,secondary_swell_wave_height,secondary_swell_wave_direction,secondary_swell_wave_period&timezone=GMT&cell_selection=sea&models=meteofrance_wave",2026-09-14T08:41:12.779861+00:00,0bfb47334ccb6129b30412ca8f2d155f708b2cb86472fcd937b79b5c673d91e7,Block16_scene_selection\cache\wave_model\4e69065b29282d45f6580707e6fccee579239ca334cac9330468307b0d67c7cd.json,,2024-03-02T19:00:00+00:00,1287.700001,13.375,42.958344,1.86,0.2,0.10752688172043011,0.011562030292519367,96.0,276.0,28.09311177901384,-151.90688822098616
