transect,distance_m,E,N,certified,depth_mean_m,depth_p10_m,depth_p90_m,uncertainty_max_m,frf_survey_fraction,sar_paper_wavelength_m,sar_identifiable,sar_axial_deg,sar_peak_k,sar_centroid_k,sar_band_k,pred_Ek_peak_k,pred_Ek_centroid_k,pred_Ek_band_k,pred_k2Ek_peak_k,pred_k2Ek_centroid_k,pred_k2Ek_band_k,lambda_Tpeak_waverider-17m_m,lambda_Tpeak_awac-11m_m,lambda_Tpeak_8m-array_m,lambda_Tpeak_waverider-26m_m
0,900.0,432307.4481327305,4007910.2521898425,True,9.919939041137695,8.861309051513672,10.92922592163086,0.8600000143051147,0.0,93.77147832230494,True,90.0,0.06227767721533627,0.05420948036363575,"[0.018407769454627715, 0.09203884727313857]",0.0558972489830218,0.059690184608170264,"[0.055223308363883145, 0.06749515466696829]",0.2994303249478231,0.30059816166482733,"[0.2883883881225009, 0.3129320807286712]",110.23779765972533,100.34997169601618,121.94333562137884,100.34997169601618
0,950.0,432354.3883038247,4007927.4748591376,True,10.17636775970459,9.149453163146973,11.18065357208252,0.8600000143051147,0.0,113.19462638039174,True,63.43494882292201,0.03595890697843436,0.053477810343162166,"[0.018407769454627715, 0.09203884727313857]",0.0548524801499854,0.05501972697502538,"[0.042951462060798, 0.06749515466696829]",0.29950364682902925,0.30060179424728545,"[0.2883883881225009, 0.3129320807286712]",111.7231447543475,101.6714105091114,123.61996601723938,101.6714105091114
0,1000.0,432401.3284749189,4007944.6975284326,True,10.422585487365723,9.42630672454834,11.379841804504395,0.8500000238418579,0.0,108.54378291265117,True,63.43494882292201,0.04531891714712176,0.05228346171907999,"[0.018407769454627715, 0.09203884727313857]",0.05489801946582019,0.055042113809358084,"[0.042951462060798, 0.06749515466696829]",0.2995421860794093,0.3006037085780594,"[0.2883883881225009, 0.3129320807286712]",112.42469267304234,102.29627923909761,124.41105037236645,102.29627923909761
0,1050.0,432448.2686460131,4007961.9201977276,True,10.656132698059082,9.719932556152344,11.544917106628418,0.8399999737739563,0.0,108.54378291265117,True,63.43494882292201,0.05354066440805986,0.05193928183709079,"[0.018407769454627715, 0.09203884727313857]",0.05401483493947724,0.05453731845551217,"[0.042951462060798, 0.06749515466696829]",0.299606410562313,0.30060689696998644,"[0.2883883881225009, 0.3129320807286712]",113.8914603600288,103.59966416841135,126.06838296856249,103.59966416841135
0,1100.0,432495.20881710737,4007979.1428670227,False,10.880064010620117,9.946757316589355,11.71288776397705,2.5,0.0,95.40556703999094,True,,,,,,,,,,,,,,
0,1150.0,432542.1489882016,4007996.3655363177,False,11.09947395324707,10.208269119262695,11.909310340881348,2.5,0.0,95.40556703999094,True,,,,,,,,,,,,,,
0,1200.0,432589.0891592958,4008013.5882056127,False,11.310248374938965,10.428396224975586,12.114450454711914,2.5,0.0,99.45967230538379,True,,,,,,,,,,,,,,
0,1250.0,432636.02933039,4008030.8108749078,False,11.512462615966797,10.68421745300293,12.277009963989258,2.5,0.0,99.45967230538379,True,,,,,,,,,,,,,,
0,1300.0,432682.96950148424,4008048.033544203,False,11.703550338745117,10.926383018493652,12.42719554901123,2.559999942779541,0.0,99.45967230538379,True,,,,,,,,,,,,,,
0,1350.0,432729.90967257845,4008065.256213498,False,11.88339614868164,11.183055877685547,12.589227676391602,2.5899999141693115,0.0,102.39999999999988,True,,,,,,,,,,,,,,
0,1400.0,432776.84984367265,4008082.478882793,False,12.046156883239746,11.369330406188965,12.673537254333496,2.5899999141693115,0.0,109.62692660678427,True,,,,,,,,,,,,,,
0,1450.0,432823.79001476686,4008099.701552088,False,12.167659759521484,11.533965110778809,12.70516586303711,2.5999999046325684,0.0,134.45778724835563,True,,,,,,,,,,,,,,
0,1500.0,432870.7301858611,4008116.924221383,False,12.257269859313965,11.694846153259277,12.72305965423584,2.609999895095825,0.0,134.45778724835563,True,,,,,,,,,,,,,,
