collect_name,collect_id,acquisition_key,datetime_utc,station_id,station_km,roi_m,duration_s,T_resolvable_max_s,phase_at_Tmax_deg,min_complex_GB,incidence_deg,view_azimuth_deg,local_range_axis_deg,roi_lat,roi_lon,sicd_bytes,cphd_bytes
2023-09-17-01-34-01_UMBRA-04,49f361da-72cd-4650-915f-5aff70bcb397,collect:49f361da-72cd-4650-915f-5aff70bcb397,2023-09-17T01:34:01.500000Z,44063,0.793678028792871,1500.0,2.999999,9.803366202643659,71.60803253587454,0.237113536,69.83322334098989,116.17331719774273,296.17331719774273,38.96738575413416,-76.45524262447293,237113536.0,2424486400.0
2023-07-05-15-31-02_UMBRA-04,7e6c56c1-9028-4539-a0dc-6c1fcd3dbb0d,collect:7e6c56c1-9028-4539-a0dc-6c1fcd3dbb0d,2023-07-05T15:31:02Z,44087,6.5305978029449845,1500.0,2.0,9.803366202643659,47.73870427015112,0.241548534,58.86034919312384,298.1533446701172,118.15334467011718,36.96925475907257,-76.16796037938506,241548534.0,2319271232.0
2023-07-05-15-30-42_UMBRA-05,1675384d-5bae-4402-8cf0-4c105074dbec,collect:1675384d-5bae-4402-8cf0-4c105074dbec,2023-07-05T15:30:42Z,44064,6.456262684032123,1500.0,2.0,9.803366202643659,47.73870427015112,0.245361866,58.81445876833966,299.92652692871656,119.92652692871656,36.957792292708454,-76.13943404199021,245361866.0,2380797160.0
2023-01-23-02-45-07_UMBRA-04,3589be58-8d5e-4a0c-a2ae-a2865fa5da46,collect:3589be58-8d5e-4a0c-a2ae-a2865fa5da46,2023-01-23T02:45:07Z,44063,7.021397711582972,1500.0,4.0,9.803366202643659,95.47740854030224,0.246000745,58.89425170445302,247.39111717390148,67.39111717390148,38.991824156596714,-76.37573005953489,246000745.0,1342119488.0
2023-09-16-01-48-30_UMBRA-04,5fa5b62d-9020-468a-ad56-11ace815567f,collect:5fa5b62d-9020-468a-ad56-11ace815567f,2023-09-16T01:48:30Z,44063,0.8031506327405639,1500.0,2.0,9.803366202643659,47.73870427015112,0.248423092,56.05330743114581,118.05371189984734,298.05371189984737,38.96778377814756,-76.4549600601498,248423092.0,1730321984.0
2023-07-05-15-30-28_UMBRA-05,d0ba7e43-1513-41f8-9ce5-85ea52e5d505,collect:d0ba7e43-1513-41f8-9ce5-85ea52e5d505,2023-07-05T15:30:28.500000Z,44064,3.69348159400845,1500.0,2.999999,9.803366202643659,71.60803253587454,0.250492844,59.834443860205724,306.6302376680642,126.63023766806418,36.98243086009172,-76.12373473402296,250492844.0,
2023-09-16-01-49-09_UMBRA-05,2128cdc6-e28a-4ea8-8966-7390d322d0c2,collect:2128cdc6-e28a-4ea8-8966-7390d322d0c2,2023-09-16T01:49:09Z,44063,0.8007812301801771,1500.0,1.999999,9.803366202643659,47.738680400798984,0.255583954,55.302005291608296,118.41710604225763,298.4171060422576,38.96779454889877,-76.45491110506997,255583954.0,1766954688.0
2023-06-09-06-41-04_UMBRA-06,5397ff61-88f0-46eb-aee9-55ed3b1667ec,collect:5397ff61-88f0-46eb-aee9-55ed3b1667ec,2023-06-09T06:41:04.100000Z,46216,8.340523812049703,1000.0,2.199999,8.004414986040972,64.31447731005545,0.55664419,20.45608146843081,86.52170549220976,266.5217054922098,34.408002371685924,-119.80188390185693,556644190.0,3157275264.0
2023-10-23-05-06-54_UMBRA-04,4be0988d-051b-4449-95da-cd7a3c47a69c,collect:4be0988d-051b-4449-95da-cd7a3c47a69c,2023-10-23T05:06:54Z,46242,5.954955853817021,1000.0,2.0,8.004414986040972,58.46773322174734,1.06485189,19.419245174236124,233.56423869606536,53.56423869606536,33.18412031883015,-117.39148498099173,1064851890.0,6715789984.0
2023-07-13-15-17-44_UMBRA-04,a47d6d61-a598-4dca-a889-99ff21ba95c4,collect:a47d6d61-a598-4dca-a889-99ff21ba95c4,2023-07-13T15:17:44.400000Z,44063,2.899444694498333,1000.0,6.800001,8.004414986040972,198.79032218780756,1.613523956,46.62432657341658,327.2821126245641,147.2821126245641,38.98257890181444,-76.47015169884547,1613523956.0,
