timestamp_utc,acquisition_key,purpose,url,final_url,retry,http_status,bytes,outcome,error,sha256
2026-09-15T12:36:52.328544+00:00,collect:e6b4c32d-bda9-4f75-a9a4-8dcfe0291a4f,stac,https://umbra-open-data-catalog.s3.us-west-2.amazonaws.com/sar-data/task-data/e0e5b2f2-250f-4394-af51-905e50da4178/2025-11-15-18-57-16_UMBRA-09/2025-11-15-18-57-16_UMBRA-09.stac.v2.json,https://umbra-open-data-catalog.s3.us-west-2.amazonaws.com/sar-data/task-data/e0e5b2f2-250f-4394-af51-905e50da4178/2025-11-15-18-57-16_UMBRA-09/2025-11-15-18-57-16_UMBRA-09.stac.v2.json,0,200,6504,recovered,,753916265ae883488802ff126651f751c8f6d8628dab0ff8f862361ff3632d13
2026-09-15T12:36:53.798178+00:00,collect:e6b4c32d-bda9-4f75-a9a4-8dcfe0291a4f,sicd_xml,https://umbra-open-data-catalog.s3.us-west-2.amazonaws.com/sar-data/task-data/e0e5b2f2-250f-4394-af51-905e50da4178/2025-11-15-18-57-16_UMBRA-09/2025-11-15-18-57-13_UMBRA-09_SICD_MM.xml,,0,404,0,not_found,<HTTPError 404: 'Not Found'>,
2026-09-15T12:37:24.953071+00:00,collect:e6b4c32d-bda9-4f75-a9a4-8dcfe0291a4f,sicd_tail_exact_range,https://umbra-open-data-catalog.s3.us-west-2.amazonaws.com/sar-data/task-data/e0e5b2f2-250f-4394-af51-905e50da4178/2025-11-15-18-57-16_UMBRA-09/2025-11-15-18-57-16_UMBRA-09_SICD.nitf,https://umbra-open-data-catalog.s3.us-west-2.amazonaws.com/sar-data/task-data/e0e5b2f2-250f-4394-af51-905e50da4178/2025-11-15-18-57-16_UMBRA-09/2025-11-15-18-57-16_UMBRA-09_SICD.nitf,0,206,2097152,recovered_xml,,099bf334b19c37c055150699594c54d093c2508a02e6c13767e2e322e49fbe3d
