formula,bin_width_origin,valid_bin_fraction,status,valid_bin_count,valid_bandwidth_hz,m0_m2,m1,m2,Hm0_m,Tm01_s,Tm02_s,Tp_bin_s,peak_bin,partial_integral,swell_partitions,directional_reconstruction,instrument_id,offset_seconds,product,tensor_pointer,integral_qc,published_Hs_m,Hm0_minus_published_Hs_m,peak_band_caveat
mn=sum_valid(E(f)*df*f**n); Hm0=4sqrt(m0); Tm01=m0/m1; Tm02=sqrt(m0/m2),reconstructed_midpoint_edges,1.0,complete_spectrum,62,0.46499999999999997,0.022003175536499997,0.003619503074094375,0.0009032367351544079,0.593338696348047,6.079059773144507,4.935621934283383,10.81081081081081,7,False,not inferred,none,FRF:awac-11m,-395.80399918556213,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202110.nc,waves__awac-11m__ac63f1b339a0/variables/waveEnergyDensity/0,"see_variable_qc_association; spectrum summary is diagnostic, not representative by default",0.59333867,2.634804707746241e-08,Published peak-frequency mean/mode and spread retained separately; all-frequency mean direction NOT assigned to Tp
