n,alpha,delta_bin,fwhm_power_bins,equivalent_lobe_width_bins,enbw_bins,first_minimum_bins,exact_first_zero_defined,first_minimum_power,first_sidelobe_power,first_sidelobe_db,main_lobe_energy_fraction,sidelobe_to_main_energy,axis,delta_bin_rad_m,fwhm_power_rad_m,equivalent_lobe_width_rad_m
288,0.1,0.003472222222222222,0.9351322041170766,1.0424006421102057,1.0424006421102063,1.0557861328125,False,2.340521104863825e-07,0.046693017525829744,-13.307480589783669,0.9143287495748949,0.09369851977741794,parallel_row,0.004363323129985824,0.004080283975818665,0.004548330832431535
130,0.1,0.007692307692307693,0.9391066507189935,1.0468339331505947,1.0468339331505945,1.0607528686523438,False,1.0396572323831944e-09,0.04669347617308295,-13.307437930944403,0.9143261941507647,0.09370157652413094,perpendicular_col,0.00966643893412244,0.009077817091803402,0.010119156288967436
