crop_row,crop_col,fft_bin_offset_row,fft_bin_offset_col,k_east_cycles_per_m,k_north_cycles_per_m,kx_range_cycles_per_m,ky_azimuth_cycles_per_m,k_magnitude_cycles_per_m,kx_range_rad_per_m,ky_azimuth_rad_per_m,k_magnitude_rad_per_m,wavelength_m,wavevector_bearing_deg,wavevector_bearing_deg_mod_180,angle_from_local_range_axis_deg,angle_from_local_azimuth_axis_deg,slope_rad_per_s,slope_ols_standard_error_rad_per_s,slope_hac4_standard_error_rad_per_s,slope_selected_standard_error_rad_per_s,fit_residual_rmse_rad,fit_r_squared,minimum_adjacent_coherence,minimum_independent_anchor_coherence,end_to_end_coherence_look1_look11,mean_local_power,power_relative_to_frozen_peak,hemisphere_relative_to_frozen_wavevector,aligned_slope_rad_per_s,expected_omega_rad_per_s_h13_33_compatibility,bias_vs_h13_33_dispersion_rad_per_s,expected_omega_rad_per_s_h17_902_compatibility,bias_vs_h17_902_dispersion_rad_per_s,high_quality_flag,frozen_peak_lobe_flag,conjugate_peak_lobe_flag
64,67,0,3,-0.0010725259561001931,-0.005427276461886255,-2.168404344971009e-19,0.005532170836321535,0.005532236592938992,-1.3624486320346218e-18,0.03475965451558287,0.03476006767659553,180.75871904617,191.1786273031964,11.178627303196407,89.99999999999997,0.2793556248566631,-0.021860451100822024,0.004706699457241864,0.004781300697821526,0.004781300697821526,0.051712205322167436,0.7056105361533948,0.9260487300997864,0.4079976307697438,0.4079976307697438,797814073178.8546,0.14602583244534414,-1,0.021860451100822024,0.3471149363069946,0.3689753874078166,0.25499770806458416,0.2768581591654062,False,False,False
64,68,0,4,-0.001430034608133591,-0.00723636861584834,-4.336808689942018e-19,0.0073762277817620465,0.0073763154572519885,-2.7248972640692436e-18,0.046346206020777166,0.04634675690212737,135.5690392846275,191.1786273031964,11.178627303196407,89.99999999999997,0.2793556248566631,-0.04119952769137915,0.009694142747728961,0.010299770977204336,0.010299770977204336,0.10650892514958381,0.6674302509705292,0.8772945881759423,0.26252539084934284,0.26252539084934284,363814772690.1497,0.06658989459325175,-1,0.04119952769137915,0.4553631811533861,0.4965627088447652,0.3383958712690225,0.3795953989604016,False,False,False
65,60,1,-4,-0.00039018893212122946,0.007605307399150982,0.0018572150023038018,-0.0073762277817620465,0.007615310107824276,0.011669226014748749,-0.046346206020777166,0.04784840457909768,131.31441606988005,357.0630253881329,177.06302538813293,75.88439808493649,14.394957539920142,0.04689090343265584,0.009170171172951672,0.009289514012522766,0.009289514012522766,0.10075208303463373,0.7439328226777973,0.8785169276302082,0.29681462077306436,0.29681462077306436,418124067926.2597,0.07653025577887733,1,0.04689090343265584,0.4689991001400576,0.5158900035727134,0.3491137566229892,0.39600466005564505,False,False,False
65,61,1,-3,-0.0007476975841546273,0.0057962152451888965,0.0018572150023038018,-0.005532170836321534,0.005844241853817383,0.011669226014748749,-0.03475965451558287,0.03672045454750937,171.10859287023055,352.649576529809,172.649576529809,71.47094922661256,18.808406398244074,0.008001927244531052,0.0043593474387842186,0.004561200212031045,0.004561200212031045,0.0478958709543731,0.2723951202256105,0.9266163749139193,0.43869420033689016,0.43869420033689016,883381846734.619,0.1616875082468113,1,0.008001927244531052,0.3657867651315155,0.3737886923760465,0.26918837894941305,0.2771903061939441,False,False,False
65,62,1,-2,-0.001105206236188025,0.003987123091226812,0.0018572150023038016,-0.0036881138908810233,0.004137466781631359,0.011669226014748749,-0.023173103010388583,0.025996470491289763,241.69378336512244,344.50695052003,164.50695052003,63.32832321683355,26.95103240802308,-0.019519032079957675,0.0010008449876872918,0.0010276151720479457,0.0010276151720479457,0.010996219743607007,0.976884525074851,0.9622845585012046,0.4855424253001812,0.4855424253001812,1305224771182.7085,0.2388984352968549,-1,0.019519032079957675,0.2620915113703423,0.2816105434503,0.19122457029873874,0.2107436023786964,True,False,False
65,63,1,-1,-0.0014627148882214226,0.002178030937264727,0.0018572150023038014,-0.001844056945440512,0.0026236146073512537,0.011669226014748747,-0.011586551505194293,0.016484656752611137,381.1535418342479,326.1156096205767,146.11560962057672,44.936982317380284,45.34237330747635,-0.031210175180028096,0.001991426504397774,0.00200698795178636,0.00200698795178636,0.02187967538929519,0.9646532181009912,0.9732072758888689,0.4027478582961208,0.4027478582961208,1465245872511.8562,0.2681874831038257,-1,0.031210175180028096,0.16743297601964763,0.19864315119967574,0.1215082780278538,0.1527184532078819,True,False,False
65,75,1,11,-0.0057528187126221954,-0.01953107491028029,0.001857215002303801,0.020284626399845625,0.020360692775327573,0.011669226014748743,0.12745206655713717,0.12793000568993576,49.114242380385384,196.41217702174757,16.412177021747567,84.76645028144887,4.954194093694497,0.09211785291271453,0.00734880116374273,0.005508375688570403,0.00734880116374273,0.0807408074604239,0.9458250284912316,0.7576737275517277,0.31614907151240557,0.37655915540801715,4786156871.237372,0.0008760218261777398,-1,-0.09211785291271453,1.0484997338188782,0.9563818809061636,0.8756264634147647,0.7835086105020501,False,False,False
66,61,2,-3,-0.002567921124409448,0.006165154028491538,0.003714430004607603,-0.005532170836321534,0.006678573432718527,0.023338452029497494,-0.03475965451558287,0.04196271446537698,149.73257538817657,337.3872072531064,157.3872072531064,56.20857994990996,34.070775674946674,-0.017343366342938874,0.009478904005920557,0.011379939730191526,0.011379939730191526,0.10414411088625634,0.2711211437618718,0.8907518724792333,0.25723731494758995,0.25723731494758995,727404672696.8408,0.13313863019733524,-1,0.017343366342938874,0.41501979875294015,0.432363165095879,0.3069802995936195,0.32432366593655837,False,False,False
66,62,2,-2,-0.002925429776442845,0.004356061874529454,0.003714430004607603,-0.003688113890881024,0.0052472292147025075,0.023338452029497494,-0.023173103010388586,0.032969313505222274,190.57677091712395,326.1156096205767,146.11560962057672,44.936982317380284,45.34237330747635,-0.050014354765352126,0.005688888007112445,0.007243128962852587,0.007243128962852587,0.06250344797902344,0.8957029678550279,0.9307664964145985,0.33921513950554294,0.33921513950554294,971905467479.5422,0.17789019988252955,-1,0.050014354765352126,0.3299416894580799,0.379956044223432,0.24200934234076826,0.2920236971061204,False,False,False
66,66,2,2,-0.0043554643845764365,-0.0028803067413188865,0.0037144300046076024,0.003688113890881022,0.005221708238632337,0.02333845202949749,0.023173103010388572,0.0328089604833533,191.5082103978139,236.5229868250986,56.5229868250986,44.65564047809784,45.06500389704553,0.35224212625057394,0.00868300599901301,0.01095541520052287,0.01095541520052287,0.09539963048707119,0.994560844428315,0.9493339037849886,0.3021394613935745,0.3021394613935745,2419078193474.1216,0.44276971142529153,-1,-0.35224212625057394,0.3283986081968351,-0.023843518053738855,0.2408451478045071,-0.11139697844606683,True,False,True
66,67,2,3,-0.004712973036609834,-0.004689398895280972,0.0037144300046076024,0.005532170836321534,0.006648501849505174,0.02333845202949749,0.03475965451558287,0.04177376913556721,150.40982504568706,225.14365481213383,45.14365481213383,56.034972491062604,33.68567188408076,0.3660644125107395,0.006806661436591974,0.006069019681802309,0.006806661436591974,0.07478435301959746,0.996897966401111,0.9245828976029837,0.3225992225691986,0.3225992225691986,1367081548990.6702,0.2502202304060887,-1,-0.3660644125107395,0.4132636538079896,0.04719924129725006,0.3056223211494473,-0.060442091361292194,True,False,True
67,64,3,0,-0.005460670620764461,0.0011068163499079252,0.005571645006911403,-1.5178830414797062e-18,0.0055717112327276636,0.03500767804424623,-9.537140424242352e-18,0.035008094153321914,179.4780738323447,281.45798292805307,101.45798292805307,0.2793556248566347,90.0,0.3473431849188363,0.009395627917273736,0.011201865650715234,0.011201865650715234,0.10322916183678911,0.9934577675008975,0.9449928832577936,0.3178264213693798,0.3178264213693798,2474736497226.227,0.45295698489054037,-1,-0.3473431849188363,0.3494847883652019,0.002141603446365603,0.256794748430624,-0.09054843648821231,True,False,True
