acquisition_id,instrument_id,family,variable,value,units,sensor_time_utc,offset_seconds,qc_flag,status,representative_eligible,tensor_pointer,sensor_vertical_context,observation_duration_seconds,interval_start_utc,interval_end_utc,effective_sensor_id,lon_lat_json,position_status,position_uncertain,footprint_minimum_m,footprint_center_m,roi_minimum_m,roi_center_m,roi_status
TSX-1_record_12,FRF:waverider-26m,waves,waveTm2,5.1902237,s,2021-10-12T11:29:59.999997+00:00,1363.3839967250824,1.0,retrieved,True,waves__waverider-26m__5f926ab212a7/variables/waveTm2/3,"{""nominalDepth"": {""value"": 25.0, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}, ""gaugeDepth"": {""value"": 0.0, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""long_name"": ""Sensor Depth Using Pressure, relative to mean water level"", ""short_name"": ""Gauge Depth"", ""_ChunkSizes"": 7.0}}}",1800,,,Datawell Waverider buoy (Mk III),"[-75.59216666666667, 36.25866666666667]",dated_product_coordinates_nominal_not_proven_measured; conflicting_nominal_metadata,True,13399.269406420955,16421.551292151304,,,not_evaluable
TSX-1_record_12,FRF:waverider-26m,waves,wavePeakDirectionPeakFrequency,90.0,degree,2021-10-12T11:29:59.999997+00:00,1363.3839967250824,1.0,retrieved,True,waves__waverider-26m__5f926ab212a7/variables/wavePeakDirectionPeakFrequency/3,"{""nominalDepth"": {""value"": 25.0, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}, ""gaugeDepth"": {""value"": 0.0, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""long_name"": ""Sensor Depth Using Pressure, relative to mean water level"", ""short_name"": ""Gauge Depth"", ""_ChunkSizes"": 7.0}}}",1800,,,Datawell Waverider buoy (Mk III),"[-75.59216666666667, 36.25866666666667]",dated_product_coordinates_nominal_not_proven_measured; conflicting_nominal_metadata,True,13399.269406420955,16421.551292151304,,,not_evaluable
TSX-1_record_12,FRF:waverider-26m,waves,waveMeanDirectionPeakFrequency,76.18609,degree,2021-10-12T11:29:59.999997+00:00,1363.3839967250824,1.0,retrieved,True,waves__waverider-26m__5f926ab212a7/variables/waveMeanDirectionPeakFrequency/3,"{""nominalDepth"": {""value"": 25.0, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}, ""gaugeDepth"": {""value"": 0.0, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""long_name"": ""Sensor Depth Using Pressure, relative to mean water level"", ""short_name"": ""Gauge Depth"", ""_ChunkSizes"": 7.0}}}",1800,,,Datawell Waverider buoy (Mk III),"[-75.59216666666667, 36.25866666666667]",dated_product_coordinates_nominal_not_proven_measured; conflicting_nominal_metadata,True,13399.269406420955,16421.551292151304,,,not_evaluable
TSX-1_record_12,FRF:waverider-26m,waves,directionalPeakSpread,27.858126,deg,2021-10-12T11:29:59.999997+00:00,1363.3839967250824,1.0,retrieved,True,waves__waverider-26m__5f926ab212a7/variables/directionalPeakSpread/3,"{""nominalDepth"": {""value"": 25.0, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}, ""gaugeDepth"": {""value"": 0.0, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""long_name"": ""Sensor Depth Using Pressure, relative to mean water level"", ""short_name"": ""Gauge Depth"", ""_ChunkSizes"": 7.0}}}",1800,,,Datawell Waverider buoy (Mk III),"[-75.59216666666667, 36.25866666666667]",dated_product_coordinates_nominal_not_proven_measured; conflicting_nominal_metadata,True,13399.269406420955,16421.551292151304,,,not_evaluable
TSX-1_record_12,FRF:awac-11m,waves,waveHs,1.3463658,m,2021-10-12T11:00:00.500001+00:00,-436.11599922180176,1.0,retrieved,True,waves__awac-11m__ac63f1b339a0/variables/waveHs/1,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",,,,Nortek AWAC,"[-75.739155, 36.189244]",dated_product_coordinates_nominal_not_proven_measured; conflicting_nominal_metadata,True,0.0,1164.3236882264437,,,not_evaluable
TSX-1_record_12,FRF:awac-11m,waves,waveTp,8.639309,s,2021-10-12T11:00:00.500001+00:00,-436.11599922180176,1.0,retrieved,True,waves__awac-11m__ac63f1b339a0/variables/waveTp/1,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",,,,Nortek AWAC,"[-75.739155, 36.189244]",dated_product_coordinates_nominal_not_proven_measured; conflicting_nominal_metadata,True,0.0,1164.3236882264437,,,not_evaluable
TSX-1_record_12,FRF:awac-11m,waves,waveTm,7.7322707,s,2021-10-12T11:00:00.500001+00:00,-436.11599922180176,1.0,retrieved,True,waves__awac-11m__ac63f1b339a0/variables/waveTm/1,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",,,,Nortek AWAC,"[-75.739155, 36.189244]",dated_product_coordinates_nominal_not_proven_measured; conflicting_nominal_metadata,True,0.0,1164.3236882264437,,,not_evaluable
TSX-1_record_12,FRF:awac-11m,waves,waveTm1,6.368358,s,2021-10-12T11:00:00.500001+00:00,-436.11599922180176,1.0,retrieved,True,waves__awac-11m__ac63f1b339a0/variables/waveTm1/1,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",,,,Nortek AWAC,"[-75.739155, 36.189244]",dated_product_coordinates_nominal_not_proven_measured; conflicting_nominal_metadata,True,0.0,1164.3236882264437,,,not_evaluable
TSX-1_record_12,FRF:awac-11m,waves,waveTm2,5.7108736,s,2021-10-12T11:00:00.500001+00:00,-436.11599922180176,1.0,retrieved,True,waves__awac-11m__ac63f1b339a0/variables/waveTm2/1,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",,,,Nortek AWAC,"[-75.739155, 36.189244]",dated_product_coordinates_nominal_not_proven_measured; conflicting_nominal_metadata,True,0.0,1164.3236882264437,,,not_evaluable
TSX-1_record_12,FRF:awac-11m,waves,wavePeakDirectionPeakFrequency,70.0,degree,2021-10-12T11:00:00.500001+00:00,-436.11599922180176,1.0,retrieved,True,waves__awac-11m__ac63f1b339a0/variables/wavePeakDirectionPeakFrequency/1,"{""nominalDepth"": {""value"": 11.3, ""attributes"": {""_FillValue"": -999.0, ""units"": ""m"", ""description"": ""Nominal bottom vertical location from NAVD88"", ""long_name"": ""Bottom Elevation (NAVD88)"", ""short_name"": ""Bottom Elevation""}}}",,,,Nortek AWAC,"[-75.739155, 36.189244]",dated_product_coordinates_nominal_not_proven_measured; conflicting_nominal_metadata,True,0.0,1164.3236882264437,,,not_evaluable
