transect,distance_m,E,N,lon,lat,status,wavelength_smoothed_m,swath,burst,sample,line,n_samples,n_lines,ground_spacing_sample_m,ground_spacing_line_m,bright_fraction,affine_residual_max_m,spectrum_method,incidence_deg,n_spectra_averaged,peak_status,n_blobs,argmax_wavelength_m,argmax_axial_bearing_deg,wavelength_m,k_rad_m,axial_bearing_deg,blob_area_px,lobe_to_annulus,identifiable,depth_T11.765_m,depth_T11.765_U-0.5_m,depth_T11.765_U+0.5_m
0,250.0,431697.2259085056,4007686.3574890075,-75.75987346227832,36.211603357229215,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,300.0,431744.1660795999,4007703.5801583026,-75.75935279086559,36.211761931158854,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,350.0,431791.1062506941,4007720.8028275976,-75.75883211731636,36.21192050284381,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,400.0,431838.0464217883,4007738.0254968926,-75.75831144163068,36.21207907228401,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,450.0,431884.9865928825,4007755.2481661877,-75.7577907638086,36.21223763947943,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,500.0,431931.92676397675,4007772.4708354827,-75.75727008385012,36.21239620443004,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,550.0,431978.86693507095,4007789.6935047777,-75.75674940175529,36.21255476713577,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,600.0,432025.80710616516,4007806.9161740723,-75.75622871752415,36.212713327596624,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,650.0,432072.74727725936,4007824.1388433673,-75.75570803115673,36.21287188581252,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,700.0,432119.6874483536,4007841.3615126624,-75.75518734265304,36.21303044178345,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,750.0,432166.6276194478,4007858.5841819574,-75.75466665201314,36.21318899550936,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,800.0,432213.56779054203,4007875.8068512524,-75.75414595923708,36.2133475469902,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,850.0,432260.50796163623,4007893.0295205475,-75.75362526432484,36.21350609622596,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,900.0,432307.4481327305,4007910.2521898425,-75.75310456727648,36.213664643216575,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,950.0,432354.3883038247,4007927.4748591376,-75.75258386809203,36.213823187962014,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1000.0,432401.3284749189,4007944.6975284326,-75.75206316677155,36.21398173046223,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1050.0,432448.2686460131,4007961.9201977276,-75.75154246331503,36.21414027071721,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1100.0,432495.20881710737,4007979.1428670227,-75.75102175772254,36.21429880872688,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1150.0,432542.1489882016,4007996.3655363177,-75.75050104999409,36.21445734449122,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1200.0,432589.0891592958,4008013.5882056127,-75.74998034012971,36.21461587801018,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1250.0,432636.02933039,4008030.8108749078,-75.74945962812944,36.21477440928372,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1300.0,432682.96950148424,4008048.033544203,-75.74893891399333,36.21493293831182,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1350.0,432729.90967257845,4008065.256213498,-75.74841819772139,36.21509146509443,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1400.0,432776.84984367265,4008082.478882793,-75.74789747931366,36.21524998963148,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1450.0,432823.79001476686,4008099.701552088,-75.74737675877019,36.21540851192298,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1500.0,432870.7301858611,4008116.924221383,-75.74685603609097,36.21556703196887,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
