transect,distance_m,E,N,certified,depth_mean_m,depth_p10_m,depth_p90_m,uncertainty_max_m,frf_survey_fraction,legacy_fraction,source_year_min,sar_paper_wavelength_m,sar_identifiable,sar_axial_deg,sar_peak_k,sar_centroid_k,sar_band_k,pred_Ek_peak_k,pred_Ek_centroid_k,pred_Ek_band_k,pred_k2Ek_peak_k,pred_k2Ek_centroid_k,pred_k2Ek_band_k,lambda_Tpeak_waverider-17m_m,lambda_Tpeak_awac-11m_m,lambda_Tpeak_8m-array_m,lambda_Tpeak_waverider-26m_m
0,400.0,430286.97586246085,4012160.944569129,False,6.0759758949279785,3.654963254928589,8.05105972290039,0.7262614965438843,0.0,0.0,2019.0,76.75204495317614,True,,,,,,,,,,,,,,
0,450.0,430334.5676899252,4012176.2748645796,False,6.583970069885254,4.70289421081543,8.410792350769043,0.7262614965438843,0.0,0.0,2019.0,72.40773439350238,True,,,,,,,,,,,,,,
0,500.0,430382.1595173896,4012191.60516003,False,7.037500381469727,5.151956558227539,8.771254539489746,0.15355214476585388,0.0,0.0,2019.0,76.41885620812705,True,,,,,,,,,,,,,,
0,550.0,430429.751344854,4012206.9354554806,False,7.45258903503418,5.640668869018555,9.026845932006836,0.15355214476585388,0.0,0.0,2019.0,78.53721485797067,True,,,,,,,,,,,,,,
0,600.0,430477.3431723184,4012222.265750931,False,7.850103855133057,6.175605773925781,9.256292343139648,0.15355214476585388,0.0,0.0,2019.0,78.76923076923069,True,,,,,,,,,,,,,,
0,650.0,430524.9349997828,4012237.596046381,False,8.227803230285645,6.654349327087402,9.585268020629883,0.15355214476585388,0.0,0.0,2019.0,85.33333333333324,True,,,,,,,,,,,,,,
0,700.0,430572.52682724723,4012252.9263418317,False,8.582204818725586,7.0758771896362305,9.919759750366211,0.15355214476585388,0.0,0.0,2019.0,93.09090909090897,True,,,,,,,,,,,,,,
0,750.0,430620.11865471164,4012268.256637282,False,8.933572769165039,7.502530574798584,10.261872291564941,0.15355214476585388,0.0,0.0,2019.0,85.33333333333324,True,,,,,,,,,,,,,,
0,800.0,430667.71048217604,4012283.5869327327,False,9.278515815734863,7.9954657554626465,10.611559867858887,0.23201750218868256,0.0,0.0,2018.0,113.60260018692681,False,,,,,,,,,,,,,,
0,850.0,430715.30230964045,4012298.9172281832,False,9.6066255569458,8.296529769897461,10.947524070739746,0.23201750218868256,0.0,0.0,2018.0,125.8340229917246,True,,,,,,,,,,,,,,
0,900.0,430762.89413710486,4012314.2475236338,False,9.926748275756836,8.714719772338867,11.276351928710938,0.23201750218868256,0.0,0.0,2018.0,117.07636745728588,True,,,,,,,,,,,,,,
0,950.0,430810.48596456926,4012329.5778190843,False,10.253644943237305,8.990066528320312,11.650137901306152,0.23201750218868256,0.0,0.0,2018.0,117.26813886748006,True,,,,,,,,,,,,,,
0,1000.0,430858.07779203367,4012344.908114535,False,10.588017463684082,9.189338684082031,12.059269905090332,0.23201750218868256,0.0,0.0,2018.0,115.12806742976424,True,,,,,,,,,,,,,,
0,1050.0,430905.6696194981,4012360.238409985,False,10.939349174499512,9.502747535705566,12.480094909667969,0.300119549036026,0.0,0.0011677695601401323,2001.0,118.6374546152431,True,,,,,,,,,,,,,,
0,1100.0,430953.2614469625,4012375.5687054354,False,11.313907623291016,9.828969955444336,12.919429779052734,0.300119549036026,0.0,0.017919750681729647,2001.0,118.6374546152431,True,,,,,,,,,,,,,,
0,1150.0,431000.8532744269,4012390.899000886,False,11.712836265563965,10.157083511352539,13.429595947265625,0.300119549036026,0.0,0.06310868718348267,2001.0,117.80582228695603,True,,,,,,,,,,,,,,
0,1200.0,431048.4451018913,4012406.2292963364,False,12.14864444732666,10.490422248840332,14.287615776062012,0.300119549036026,0.0,0.15777171795870665,2001.0,117.80582228695603,True,,,,,,,,,,,,,,
0,1250.0,431096.03692935564,4012421.559591787,False,12.584460258483887,10.824423789978027,14.702359199523926,0.300119549036026,0.0,0.25029239766081873,2001.0,114.48668044798914,True,,,,,,,,,,,,,,
0,1300.0,431143.62875682005,4012436.8898872375,False,13.018828392028809,11.145938873291016,15.054283142089844,0.300119549036026,0.0,0.34489477786438033,2001.0,118.6374546152431,True,,,,,,,,,,,,,,
0,1350.0,431191.22058428446,4012452.220182688,False,13.449926376342773,11.49913501739502,15.352823257446289,0.300119549036026,0.0,0.4403741231488698,2001.0,158.21604944627828,False,,,,,,,,,,,,,,
0,1400.0,431238.81241174886,4012467.5504781385,False,13.874862670898438,11.892022132873535,15.603697776794434,0.300119549036026,0.0,0.5352826510721248,2001.0,138.8771790859493,True,,,,,,,,,,,,,,
0,1450.0,431286.40423921327,4012482.880773589,True,14.284720420837402,12.339323997497559,15.838438987731934,0.300119549036026,0.0,0.6302652106084243,2001.0,108.54378291265117,True,56.309932474020215,0.04097405421370544,0.0474475625977893,"[0.030679615757712858, 0.06749515466696829]",0.04726032220819258,0.04737003756643267,"[0.046786414030512105, 0.048320394818397755]",0.28301945536490114,0.28301945536490114,"[0.28301945536490114, 0.28301945536490114]",129.36893856078174,117.23499932397269,143.6869337743873,117.23499932397269
0,1500.0,431333.9960666777,4012498.211069039,True,14.674565315246582,12.770891189575195,16.044681549072266,0.300119549036026,0.0,0.7250390015600624,2001.0,108.54378291265117,True,56.309932474020215,0.04526138558147582,0.04918980766150873,"[0.030679615757712858, 0.06749515466696829]",0.0467582470612371,0.046786414030512105,"[0.046786414030512105, 0.046786414030512105]",0.28301945536490114,0.28301945536490114,"[0.28301945536490114, 0.28301945536490114]",130.87222909772802,118.54975557098889,145.40881728398455,118.54975557098889
0,1550.0,431381.5878941421,4012513.5413644896,True,15.030841827392578,13.240119934082031,16.192777633666992,0.300119549036026,0.0,0.8209129925868124,2001.0,110.56369931499938,True,56.309932474020215,0.046323003984153455,0.050088220901661575,"[0.030679615757712858, 0.06749515466696829]",0.047095432796973695,0.04737389603438321,"[0.046786414030512105, 0.048320394818397755]",0.28301945536490114,0.28301945536490114,"[0.28301945536490114, 0.28301945536490114]",132.09385388687795,119.62019645186363,146.8058256534429,119.62019645186363
0,1600.0,431429.1797216065,4012528.87165994,True,15.349772453308105,13.848251342773438,16.325048446655273,0.300119549036026,0.0,0.906858924395947,2001.0,129.52689296049664,False,56.309932474020215,0.04736235770689736,0.0490488886321693,"[0.030679615757712858, 0.06749515466696829]",0.04677617582834789,0.04677962906949431,"[0.04525243324262647, 0.048320394818397755]",0.28301945536490114,0.28301945536490114,"[0.28301945536490114, 0.28301945536490114]",133.02079489090764,120.42723222566474,147.87160977469614,120.42723222566474
