run,transect,distance_m,E,N,depth_mean_m,reference_gauge,gauge_depth_m,lambda_sar_radial_m,lambda_sar_paper_m,sar_paper_identifiable,lambda_pred_m,rel_err_radial,rel_err_paper,uncertainty_max_m,legacy_fraction
far,19,6200.0,438847.6554294678,4005108.9912282843,20.07620620727539,waverider-17m,18.0,143.08765641761946,127.01156821934931,True,121.36296296296283,0.17900595803092334,0.04654307309644623,0.300119549036026,1.0
far,19,6300.0,438944.8520329082,4005132.503358763,20.07307243347168,waverider-17m,18.0,144.10986091573926,127.01156821934931,True,121.36296296296283,0.18742866355131982,0.04654307309644623,0.300119549036026,1.0
far,19,6400.0,439042.04863634857,4005156.0154892416,20.067264556884766,waverider-17m,18.0,146.6081998651797,127.01156821934931,True,121.36296296296283,0.20801434215083514,0.04654307309644623,0.300119549036026,1.0
far,19,6500.0,439139.24523978896,4005179.5276197204,20.051687240600586,waverider-17m,18.0,150.87588060546855,139.92576573673773,True,121.36296296296283,0.24317894786000238,0.1529527816442635,0.300119549036026,1.0
far,19,6600.0,439236.44184322935,4005203.0397501993,20.006019592285156,waverider-17m,18.0,160.63636342562975,152.64890726398548,True,121.36296296296283,0.3236028480505395,0.25778823734363177,0.300119549036026,1.0
far,19,6700.0,439333.6384466698,4005226.551880678,19.93502426147461,waverider-17m,18.0,160.3225487735428,152.64890726398548,True,148.55632395881344,0.07920379625165941,0.027549034575644837,0.300119549036026,1.0
far,19,6800.0,439430.8350501102,4005250.0640111566,19.83366584777832,waverider-17m,18.0,555.891639645042,152.64890726398548,True,147.60360360360343,2.76611157230223,0.03418143959365283,0.300119549036026,1.0
far,19,6900.0,439528.03165355057,4005273.5761416354,19.724010467529297,waverider-17m,18.0,557.0071416829696,152.64890726398548,True,147.60360360360343,2.773668989673444,0.03418143959365283,0.300119549036026,1.0
far,19,7000.0,439625.22825699096,4005297.0882721143,19.63711166381836,waverider-17m,18.0,547.9256852520955,170.07714274045927,True,147.60360360360343,2.712143009215251,0.15225603297064216,0.300119549036026,1.0
far,19,7100.0,439722.42486043135,4005320.600402593,19.570396423339844,waverider-17m,18.0,682.666666666666,160.79582901971352,True,147.60360360360343,3.625000000000001,0.08937603889088264,0.300119549036026,1.0
far,19,7200.0,439819.62146387174,4005344.112533072,19.561655044555664,waverider-17m,18.0,146.97088721928824,144.81546878700476,True,147.60360360360343,-0.004286591715025989,-0.018889341103665358,0.300119549036026,1.0
far,19,7300.0,439916.8180673122,4005367.6246635504,19.570222854614258,waverider-17m,18.0,154.25986724681027,155.70655667603555,False,147.60360360360343,0.04509553615698003,0.05489671576171662,0.300119549036026,1.0
far,19,7400.0,440014.0146707526,4005391.1367940293,19.619373321533203,waverider-17m,18.0,145.4272264069479,134.16894097006954,True,146.70487106017174,-0.008708944999514023,-0.08544999221573579,0.300119549036026,1.0
far,19,7500.0,440111.21127419296,4005414.648924508,19.66857147216797,waverider-17m,18.0,145.93043868870356,127.01156821934931,True,148.7831456592806,-0.019173589575191885,-0.1463309391897727,0.300119549036026,1.0
far,19,7600.0,440208.40787763335,4005438.161054987,19.73430061340332,waverider-17m,18.0,146.44772880072426,127.01156821934931,True,149.05837755875646,-0.017514270588401604,-0.14790721394184403,0.300119549036026,1.0
far,19,7700.0,440305.60448107374,4005461.6731854654,19.835172653198242,waverider-17m,18.0,146.74541283728652,127.01156821934931,True,149.25004647704014,-0.016781459697159384,-0.14900148296511173,0.300119549036026,1.0
far,19,7800.0,440402.8010845141,4005485.1853159443,19.94078254699707,waverider-17m,18.0,153.52891323170383,127.01156821934931,True,150.3119266055044,0.021402071670882483,-0.15501337061101728,0.300119549036026,1.0
far,19,7900.0,440499.9976879546,4005508.697446423,20.07611846923828,waverider-17m,18.0,682.666666666666,170.6666666666665,False,149.31090080616877,3.572115384615385,0.14302884615384626,0.300119549036026,1.0
far,19,8000.0,440597.19429139496,4005532.209576902,20.205257415771484,waverider-17m,18.0,682.666666666666,170.6666666666665,False,150.3119266055044,3.541666666666668,0.13541666666666696,0.300119549036026,1.0
far,19,8100.0,440694.39089483535,4005555.7217073804,20.329181671142578,waverider-17m,18.0,682.666666666666,170.6666666666665,False,150.3119266055044,3.541666666666668,0.13541666666666696,0.300119549036026,1.0
far,19,8200.0,440791.58749827574,4005579.2338378592,20.447856903076172,waverider-17m,18.0,540.6540012280974,136.23093355268884,True,150.3119266055044,2.5968802571937677,-0.09367848161358017,0.300119549036026,1.0
far,19,8300.0,440888.7841017161,4005602.745968338,20.542278289794922,waverider-17m,18.0,130.28299646352076,139.49233434209262,False,150.3119266055044,-0.13324910800025747,-0.07198092997509065,0.300119549036026,1.0
far,19,8400.0,440985.9807051565,4005626.258098817,20.63942527770996,waverider-17m,18.0,131.972473981248,139.49233434209262,False,150.3119266055044,-0.12200929785424508,-0.07198092997509065,0.300119549036026,1.0
far,19,8500.0,441083.1773085969,4005649.770229296,20.730091094970703,waverider-17m,18.0,136.9413543219209,106.61462144928828,True,150.3119266055044,-0.08895217156436785,-0.2907108314225807,0.300119549036026,1.0
far,19,8600.0,441180.37391203735,4005673.282359774,20.84578514099121,waverider-17m,18.0,158.0234702149501,149.01388802232282,False,150.3119266055044,0.05130360433530168,-0.008635632663988813,0.300119549036026,1.0
far,19,8700.0,441277.57051547774,4005696.794490253,20.96942138671875,waverider-17m,18.0,157.9021981901609,143.03852457360946,True,151.75054029021285,0.040537963740909344,-0.05741011333430668,0.300119549036026,1.0
far,19,8800.0,441374.7671189181,4005720.306620732,21.10989761352539,waverider-17m,18.0,148.93961552822114,143.03852457360946,True,151.60343688036997,-0.017570982604113716,-0.05649550223270372,0.300119549036026,1.0
far,19,8900.0,441471.9637223585,4005743.818751211,21.276569366455078,waverider-17m,18.0,147.464087828743,152.64890726398548,True,151.73125113491903,-0.02812316694325334,0.006047904582625829,0.300119549036026,1.0
far,19,9000.0,441569.1603257989,4005767.330881689,21.44926643371582,waverider-17m,18.0,146.9254855569628,152.64890726398548,True,152.83582089552223,-0.03867113942221512,-0.0012229700500939744,0.300119549036026,1.0
far,19,9100.0,441666.3569292393,4005790.843012168,21.642662048339844,waverider-17m,18.0,147.14241071979077,152.64890726398548,True,153.12149532710265,-0.039047976866599776,-0.003086360031343882,0.300119549036026,1.0
