transect,distance_m,E,N,lon,lat,status,wavelength_smoothed_m,swath,burst,sample,line,n_samples,n_lines,ground_spacing_sample_m,ground_spacing_line_m,fp_E0,fp_N0,fp_E1,fp_N1,fp_E2,fp_N2,fp_E3,fp_N3,bright_fraction,affine_residual_max_m,spectrum_method,incidence_deg,n_spectra_averaged,peak_status,n_blobs,argmax_wavelength_m,argmax_axial_bearing_deg,wavelength_m,k_rad_m,axial_bearing_deg,blob_area_px,lobe_to_annulus,identifiable
0,250.0,430072.5250178618,4012302.534103582,-75.77835924562594,36.253100956446566,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,300.0,430121.027047799,4012314.6812469484,-75.777820502246,36.25321397116061,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,350.0,430169.52907773625,4012326.828390315,-75.77728175727228,36.25332698346481,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,400.0,430218.03110767354,4012338.9755336815,-75.77674301070478,36.25343999335907,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,450.0,430266.53313761076,4012351.122677048,-75.77620426254357,36.25355300084341,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,500.0,430315.035167548,4012363.269820415,-75.7756655127887,36.25366600591776,ok,83.06796050821238,IW3,0,13955.426831931945,1414.9796398818694,153,37,3.341978396027347,13.901002376835798,430104.4296545919,4012062.895640676,430599.6003108291,4012141.1203425066,430520.5107737926,4012635.2669730172,430025.3672719169,4012557.047118175,0.0,0.007658325798101823,affine_dtft,44.09127545392611,5,identified,1,80.02699112574003,85.88838408064271,78.53721485797067,0.08000264993534988,85.60129464500427,4,6.873114269224811,True
0,550.0,430363.5371974852,4012375.416963781,-75.77512676144025,36.25377900858211,ok,85.57369765388653,IW3,0,13970.331852897805,1415.2983184697177,153,37,3.341973434922553,13.901000922966483,430151.75076323526,4012084.4432489136,430646.919712977,4012162.670620465,430567.82773350953,4012656.8168001967,430072.68593832024,4012578.594275507,0.0,0.0076583454126210974,affine_dtft,44.09391534830966,5,identified,1,84.22770072438298,87.87682285342973,85.33333333333324,0.07363107781851086,89.99999999999974,1,12.1534465602285,True
0,600.0,430412.03922742244,4012387.564107148,-75.77458800849823,36.253892008836424,ok,87.07713994129101,IW3,0,13985.236902838344,1415.6169763978721,153,37,3.341968476749662,13.900999472917944,430201.26808672614,4012092.264724111,430696.4360842329,4012170.494900025,430617.34138924774,4012664.640595144,430122.2005464048,4012586.4152659555,0.0,0.007658343808125626,affine_dtft,44.09655524787191,5,identified,1,87.80639012527699,88.62871445891034,85.33333333333324,0.07363107781851086,89.99999999999974,1,15.34534029814629,True
0,650.0,430460.54125735967,4012399.7112505143,-75.77404925396272,36.25400500668067,ok,91.84969696969685,IW3,0,14000.141981751616,1415.935613666092,153,37,3.34196351621279,13.900998017576848,430250.785314987,4012100.08647974,430745.95236027066,4012178.319460024,430666.85494975897,4012672.4646705445,430171.7150592494,4012594.2365368535,0.0,0.007658343397426524,affine_dtft,44.09919515261253,5,identified,1,90.06118296418903,89.16000828850498,93.09090909090897,0.0674951546669683,89.99999999999972,2,12.858213469460656,True
0,700.0,430509.04328729695,4012411.858393881,-75.77351049783373,36.25411800211484,ok,91.34012897217718,IW3,0,14015.04708963628,1416.2542302743705,153,37,3.341958558710867,13.90099656918332,430298.10584383266,4012121.6348763616,430793.2711826419,4012199.8705263995,430714.1713296357,4012694.0152861765,430219.03314579267,4012615.7844826067,0.0,0.0076583637785211335,affine_dtft,44.10183506253128,5,identified,1,94.17390794569533,88.16817185225996,93.09090909090897,0.0674951546669683,89.99999999999972,2,8.591470394966747,True
