acquisition_key,bin_index,frequency_hz,band_width_hz,spectral_wave_density,valid_spectral_wave_density,mean_wave_dir,valid_mean_wave_dir,principal_wave_dir,valid_principal_wave_dir,wave_spectrum_r1,valid_wave_spectrum_r1,wave_spectrum_r2,valid_wave_spectrum_r2,valid_joint
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,66,0.46,0.009999999999999953,0.001,True,148.0,True,156.0,True,0.73,True,0.49,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,67,0.47,0.010000000000000009,0.001,True,120.0,True,136.0,True,0.69,True,0.25,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,68,0.48,0.010000000000000009,0.001,True,128.0,True,156.0,True,0.59,True,0.39,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,69,0.49,0.010000000000000009,0.001,True,100.0,True,88.0,True,0.67,True,0.33,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,70,0.5,0.010000000000000009,0.001,True,136.0,True,148.0,True,0.69,True,0.46,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,71,0.51,0.010000000000000009,0.001,True,120.0,True,184.0,True,0.59,True,0.13,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,72,0.52,0.010000000000000009,0.001,True,112.0,True,124.0,True,0.66,True,0.1,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,73,0.53,0.010000000000000009,0.001,True,128.0,True,140.0,True,0.71,True,0.55,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,74,0.54,0.010000000000000009,0.0,True,152.0,True,168.0,True,0.68,True,0.38,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,75,0.55,0.010000000000000009,0.001,True,112.0,True,192.0,True,0.55,True,0.05,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,76,0.56,0.009999999999999898,0.001,True,132.0,True,132.0,True,0.8,True,0.54,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,77,0.57,0.01100000000000001,0.001,True,132.0,True,132.0,True,0.79,True,0.62,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,78,0.582,0.015000000000000013,0.001,True,128.0,True,148.0,True,0.64,True,0.33,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,79,0.6,0.019000000000000017,0.001,True,132.0,True,128.0,True,0.74,True,0.42,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,80,0.62,0.020000000000000018,0.001,True,104.0,True,104.0,True,0.71,True,0.64,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,81,0.64,0.020000000000000018,0.001,True,100.0,True,92.0,True,0.65,True,0.56,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,82,0.66,0.020000000000000018,0.001,True,100.0,True,100.0,True,0.65,True,0.73,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,83,0.68,0.019999999999999907,0.001,True,96.0,True,104.0,True,0.64,True,0.71,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,84,0.7,0.020000000000000018,0.001,True,92.0,True,96.0,True,0.56,True,0.81,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,85,0.72,0.020000000000000018,0.001,True,104.0,True,92.0,True,0.57,True,0.83,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,86,0.74,0.020000000000000018,0.0,True,104.0,True,92.0,True,0.48,True,0.66,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,87,0.76,0.020000000000000018,0.0,True,96.0,True,96.0,True,0.55,True,0.78,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,88,0.78,0.020000000000000018,0.0,True,108.0,True,100.0,True,0.53,True,0.61,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,89,0.8,0.020000000000000018,0.0,True,104.0,True,92.0,True,0.64,True,0.66,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,90,0.82,0.019999999999999907,0.0,True,96.0,True,84.0,True,0.61,True,0.69,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,91,0.84,0.020000000000000018,0.0,True,96.0,True,84.0,True,0.64,True,0.72,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,92,0.86,0.020000000000000018,0.0,True,80.0,True,80.0,True,0.62,True,0.47,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,93,0.88,0.020000000000000018,0.0,True,92.0,True,72.0,True,0.67,True,0.51,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,94,0.9,0.020000000000000018,0.0,True,92.0,True,92.0,True,0.76,True,0.53,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,95,0.92,0.019999999999999907,0.0,True,84.0,True,76.0,True,0.72,True,0.38,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,96,0.94,0.020000000000000018,0.0,True,72.0,True,68.0,True,0.83,True,0.61,True,True
collect:98fe2c0f-44e9-41bd-bec6-af02b11f13a0,97,0.96,0.020000000000000018,0.0,True,80.0,True,72.0,True,0.8,True,0.54,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,0,0.025,0.0049999999999999975,0.0,True,140.0,True,208.0,True,0.31,True,0.35,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,1,0.03,0.005000000000000001,0.0,True,132.0,True,176.0,True,0.47,True,0.32,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,2,0.035,0.0050000000000000044,0.0,True,168.0,True,176.0,True,0.62,True,0.54,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,3,0.04,0.0049999999999999906,0.0,True,172.0,True,172.0,True,0.56,True,0.66,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,4,0.045,0.0050000000000000044,0.0,True,164.0,True,168.0,True,0.44,True,0.61,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,5,0.05,0.0050000000000000044,0.0,True,152.0,True,168.0,True,0.3,True,0.25,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,6,0.055,0.0049999999999999906,0.0,True,132.0,True,156.0,True,0.4,True,0.05,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,7,0.06,0.0050000000000000044,0.0,True,144.0,True,124.0,True,0.46,True,0.35,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,8,0.065,0.0050000000000000044,0.0,True,132.0,True,128.0,True,0.47,True,0.44,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,9,0.07,0.0050000000000000044,0.0,True,120.0,True,120.0,True,0.43,True,0.39,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,10,0.075,0.0049999999999999906,0.0,True,132.0,True,128.0,True,0.37,True,0.5,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,11,0.08,0.0050000000000000044,0.0,True,160.0,True,128.0,True,0.29,True,0.41,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,12,0.085,0.0049999999999999906,0.0,True,184.0,True,96.0,True,0.4,True,0.06,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,13,0.09,0.0050000000000000044,0.0,True,136.0,True,104.0,True,0.39,True,0.49,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,14,0.095,0.0050000000000000044,0.0,True,128.0,True,116.0,True,0.7,True,0.64,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,15,0.1,0.0050000000000000044,0.0,True,140.0,True,128.0,True,0.7,True,0.74,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,16,0.105,0.0049999999999999906,0.0,True,144.0,True,136.0,True,0.68,True,0.67,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,17,0.11,0.0050000000000000044,0.007,True,144.0,True,140.0,True,0.77,True,0.68,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,18,0.115,0.0049999999999999906,0.007,True,148.0,True,144.0,True,0.81,True,0.69,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,19,0.12,0.0050000000000000044,0.013,True,148.0,True,144.0,True,0.81,True,0.68,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,20,0.125,0.0050000000000000044,0.04,True,144.0,True,144.0,True,0.9,True,0.87,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,21,0.13,0.0050000000000000044,0.067,True,144.0,True,144.0,True,0.92,True,0.87,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,22,0.135,0.0050000000000000044,0.06,True,144.0,True,144.0,True,0.95,True,0.92,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,23,0.14,0.0050000000000000044,0.14,True,140.0,True,140.0,True,0.96,True,0.91,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,24,0.145,0.004999999999999977,0.227,True,140.0,True,136.0,True,0.97,True,0.91,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,25,0.15,0.0050000000000000044,0.367,True,140.0,True,140.0,True,0.97,True,0.89,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,26,0.155,0.0050000000000000044,0.635,True,140.0,True,140.0,True,0.97,True,0.91,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,27,0.16,0.0050000000000000044,0.668,True,140.0,True,140.0,True,0.98,True,0.92,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,28,0.165,0.0050000000000000044,0.601,True,136.0,True,136.0,True,0.97,True,0.92,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,29,0.17,0.004999999999999977,0.581,True,140.0,True,140.0,True,0.98,True,0.93,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,30,0.175,0.0050000000000000044,0.568,True,148.0,True,148.0,True,0.97,True,0.92,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,31,0.18,0.0050000000000000044,0.354,True,152.0,True,148.0,True,0.94,True,0.86,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,32,0.185,0.0050000000000000044,0.234,True,148.0,True,140.0,True,0.87,True,0.74,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,33,0.19,0.0050000000000000044,0.194,True,152.0,True,148.0,True,0.87,True,0.7,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,34,0.195,0.0050000000000000044,0.174,True,156.0,True,148.0,True,0.88,True,0.66,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,35,0.2,0.0050000000000000044,0.174,True,156.0,True,152.0,True,0.88,True,0.69,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,36,0.205,0.004999999999999977,0.134,True,156.0,True,156.0,True,0.9,True,0.75,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,37,0.21,0.0050000000000000044,0.087,True,152.0,True,144.0,True,0.85,True,0.7,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,38,0.215,0.0050000000000000044,0.147,True,152.0,True,148.0,True,0.9,True,0.81,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,39,0.22,0.0050000000000000044,0.214,True,152.0,True,148.0,True,0.92,True,0.85,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,40,0.225,0.0050000000000000044,0.14,True,164.0,True,160.0,True,0.92,True,0.79,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,41,0.23,0.004999999999999977,0.08,True,160.0,True,152.0,True,0.83,True,0.56,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,42,0.235,0.0050000000000000044,0.06,True,156.0,True,148.0,True,0.82,True,0.61,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,43,0.24,0.0050000000000000044,0.073,True,156.0,True,152.0,True,0.88,True,0.71,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,44,0.245,0.005500000000000005,0.094,True,156.0,True,156.0,True,0.91,True,0.8,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,45,0.251,0.007500000000000007,0.073,True,156.0,True,152.0,True,0.88,True,0.79,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,46,0.26,0.009500000000000008,0.087,True,152.0,True,148.0,True,0.88,True,0.81,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,47,0.27,0.010000000000000009,0.06,True,156.0,True,152.0,True,0.88,True,0.78,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,48,0.28,0.010000000000000009,0.06,True,156.0,True,152.0,True,0.91,True,0.78,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,49,0.29,0.009999999999999953,0.02,True,156.0,True,152.0,True,0.81,True,0.53,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,50,0.3,0.010000000000000009,0.053,True,156.0,True,152.0,True,0.9,True,0.72,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,51,0.31,0.010000000000000009,0.033,True,160.0,True,156.0,True,0.86,True,0.67,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,52,0.32,0.010000000000000009,0.053,True,156.0,True,156.0,True,0.95,True,0.88,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,53,0.33,0.010000000000000009,0.02,True,156.0,True,152.0,True,0.87,True,0.73,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,54,0.34,0.009999999999999953,0.02,True,160.0,True,156.0,True,0.88,True,0.71,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,55,0.35,0.010000000000000009,0.02,True,164.0,True,164.0,True,0.89,True,0.74,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,56,0.36,0.010000000000000009,0.013,True,160.0,True,164.0,True,0.85,True,0.62,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,57,0.37,0.010000000000000009,0.013,True,160.0,True,160.0,True,0.83,True,0.67,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,58,0.38,0.010000000000000009,0.027,True,152.0,True,152.0,True,0.89,True,0.69,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,59,0.39,0.010000000000000009,0.013,True,136.0,True,140.0,True,0.77,True,0.43,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,60,0.4,0.010000000000000009,0.027,True,140.0,True,144.0,True,0.83,True,0.57,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,61,0.41,0.009999999999999953,0.013,True,124.0,True,132.0,True,0.66,True,0.21,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,62,0.42,0.010000000000000009,0.013,True,128.0,True,144.0,True,0.7,True,0.16,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,63,0.43,0.010000000000000009,0.027,True,116.0,True,112.0,True,0.75,True,0.33,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,64,0.44,0.010000000000000009,0.027,True,120.0,True,120.0,True,0.8,True,0.45,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,65,0.45,0.010000000000000009,0.02,True,120.0,True,112.0,True,0.73,True,0.2,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,66,0.46,0.009999999999999953,0.02,True,120.0,True,128.0,True,0.78,True,0.39,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,67,0.47,0.010000000000000009,0.013,True,112.0,True,104.0,True,0.8,True,0.59,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,68,0.48,0.010000000000000009,0.013,True,116.0,True,104.0,True,0.64,True,0.05,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,69,0.49,0.010000000000000009,0.013,True,120.0,True,132.0,True,0.72,True,0.28,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,70,0.5,0.010000000000000009,0.007,True,108.0,True,112.0,True,0.62,True,0.21,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,71,0.51,0.010000000000000009,0.007,True,132.0,True,156.0,True,0.67,True,0.07,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,72,0.52,0.010000000000000009,0.013,True,104.0,True,100.0,True,0.74,True,0.46,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,73,0.53,0.010000000000000009,0.007,True,100.0,True,92.0,True,0.72,True,0.37,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,74,0.54,0.010000000000000009,0.007,True,84.0,True,76.0,True,0.73,True,0.36,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,75,0.55,0.010000000000000009,0.007,True,88.0,True,76.0,True,0.71,True,0.46,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,76,0.56,0.009999999999999898,0.007,True,104.0,True,108.0,True,0.74,True,0.51,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,77,0.57,0.01100000000000001,0.007,True,112.0,True,116.0,True,0.71,True,0.32,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,78,0.582,0.015000000000000013,0.007,True,104.0,True,96.0,True,0.77,True,0.68,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,79,0.6,0.019000000000000017,0.0,True,92.0,True,80.0,True,0.68,True,0.5,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,80,0.62,0.020000000000000018,0.007,True,104.0,True,104.0,True,0.63,True,0.32,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,81,0.64,0.020000000000000018,0.007,True,100.0,True,88.0,True,0.67,True,0.55,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,82,0.66,0.020000000000000018,0.0,True,92.0,True,84.0,True,0.58,True,0.54,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,83,0.68,0.019999999999999907,0.0,True,104.0,True,96.0,True,0.63,True,0.5,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,84,0.7,0.020000000000000018,0.0,True,116.0,True,100.0,True,0.54,True,0.61,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,85,0.72,0.020000000000000018,0.0,True,96.0,True,88.0,True,0.61,True,0.67,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,86,0.74,0.020000000000000018,0.0,True,88.0,True,92.0,True,0.57,True,0.61,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,87,0.76,0.020000000000000018,0.0,True,100.0,True,88.0,True,0.53,True,0.37,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,88,0.78,0.020000000000000018,0.0,True,104.0,True,96.0,True,0.51,True,0.67,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,89,0.8,0.020000000000000018,0.0,True,100.0,True,88.0,True,0.45,True,0.51,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,90,0.82,0.019999999999999907,0.0,True,108.0,True,76.0,True,0.4,True,0.28,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,91,0.84,0.020000000000000018,0.0,True,104.0,True,92.0,True,0.49,True,0.56,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,92,0.86,0.020000000000000018,0.0,True,96.0,True,84.0,True,0.54,True,0.72,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,93,0.88,0.020000000000000018,0.0,True,104.0,True,88.0,True,0.61,True,0.5,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,94,0.9,0.020000000000000018,0.0,True,96.0,True,80.0,True,0.57,True,0.41,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,95,0.92,0.019999999999999907,0.0,True,76.0,True,52.0,True,0.49,True,0.25,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,96,0.94,0.020000000000000018,0.0,True,80.0,True,64.0,True,0.54,True,0.21,True,True
collect:9caef3b7-fc13-4aca-863b-acbb2fcc1e9f,97,0.96,0.020000000000000018,0.0,True,96.0,True,52.0,True,0.56,True,0.15,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,0,0.025,0.0049999999999999975,0.0,True,328.0,True,324.0,True,0.43,True,0.62,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,1,0.03,0.005000000000000001,0.0,True,324.0,True,328.0,True,0.64,True,0.58,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,2,0.035,0.0050000000000000044,0.0,True,316.0,True,316.0,True,0.68,True,0.63,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,3,0.04,0.0049999999999999906,0.0,True,308.0,True,312.0,True,0.62,True,0.67,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,4,0.045,0.0050000000000000044,0.0,True,324.0,True,316.0,True,0.62,True,0.58,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,5,0.05,0.0050000000000000044,0.0,True,328.0,True,324.0,True,0.76,True,0.65,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,6,0.055,0.0049999999999999906,0.0,True,320.0,True,304.0,True,0.7,True,0.5,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,7,0.06,0.0050000000000000044,0.0,True,300.0,True,284.0,True,0.62,True,0.53,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,8,0.065,0.0050000000000000044,0.0,True,320.0,True,296.0,True,0.61,True,0.43,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,9,0.07,0.0050000000000000044,0.0,True,332.0,True,300.0,True,0.52,True,0.48,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,10,0.075,0.0049999999999999906,0.0,True,332.0,True,308.0,True,0.57,True,0.5,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,11,0.08,0.0050000000000000044,0.0,True,320.0,True,316.0,True,0.67,True,0.56,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,12,0.085,0.0049999999999999906,0.0,True,328.0,True,316.0,True,0.55,True,0.25,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,13,0.09,0.0050000000000000044,0.0,True,324.0,True,284.0,True,0.42,True,0.09,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,14,0.095,0.0050000000000000044,0.0,True,328.0,True,328.0,True,0.47,True,0.27,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,15,0.1,0.0050000000000000044,0.0,True,324.0,True,320.0,True,0.35,True,0.55,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,16,0.105,0.0049999999999999906,0.006,True,152.0,True,148.0,True,0.36,True,0.69,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,17,0.11,0.0050000000000000044,0.025,True,140.0,True,140.0,True,0.68,True,0.65,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,18,0.115,0.0049999999999999906,0.049,True,152.0,True,152.0,True,0.61,True,0.6,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,19,0.12,0.0050000000000000044,0.203,True,148.0,True,148.0,True,0.88,True,0.86,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,20,0.125,0.0050000000000000044,0.35,True,152.0,True,148.0,True,0.88,True,0.78,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,21,0.13,0.0050000000000000044,0.258,True,152.0,True,152.0,True,0.8,True,0.58,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,22,0.135,0.0050000000000000044,0.27,True,156.0,True,148.0,True,0.79,True,0.55,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,23,0.14,0.0050000000000000044,0.209,True,140.0,True,140.0,True,0.88,True,0.8,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,24,0.145,0.004999999999999977,0.239,True,140.0,True,140.0,True,0.9,True,0.78,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,25,0.15,0.0050000000000000044,0.129,True,140.0,True,132.0,True,0.78,True,0.59,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,26,0.155,0.0050000000000000044,0.135,True,152.0,True,144.0,True,0.82,True,0.7,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,27,0.16,0.0050000000000000044,0.147,True,144.0,True,144.0,True,0.85,True,0.74,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,28,0.165,0.0050000000000000044,0.117,True,148.0,True,144.0,True,0.8,True,0.69,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,29,0.17,0.004999999999999977,0.104,True,164.0,True,156.0,True,0.74,True,0.58,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,30,0.175,0.0050000000000000044,0.111,True,160.0,True,156.0,True,0.76,True,0.63,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,31,0.18,0.0050000000000000044,0.08,True,168.0,True,164.0,True,0.72,True,0.65,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,32,0.185,0.0050000000000000044,0.037,True,156.0,True,132.0,True,0.34,True,0.49,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,33,0.19,0.0050000000000000044,0.092,True,220.0,True,280.0,True,0.38,True,0.41,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,34,0.195,0.0050000000000000044,0.129,True,256.0,True,288.0,True,0.5,True,0.13,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,35,0.2,0.0050000000000000044,0.111,True,288.0,True,304.0,True,0.57,True,0.52,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,36,0.205,0.004999999999999977,0.233,True,300.0,True,308.0,True,0.75,True,0.7,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,37,0.21,0.0050000000000000044,0.301,True,308.0,True,308.0,True,0.82,True,0.62,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,38,0.215,0.0050000000000000044,0.35,True,316.0,True,320.0,True,0.84,True,0.68,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,39,0.22,0.0050000000000000044,0.473,True,316.0,True,316.0,True,0.89,True,0.75,True,True
collect:ae8a3c9f-ee1e-4fad-82d1-ffe5ec409cf1,40,0.225,0.0050000000000000044,0.454,True,320.0,True,324.0,True,0.89,True,0.77,True,True
