run,transect,distance_m,E,N,depth_mean_m,reference_gauge,gauge_depth_m,lambda_sar_radial_m,lambda_sar_paper_m,sar_paper_identifiable,lambda_pred_m,rel_err_radial,rel_err_paper,uncertainty_max_m,legacy_fraction
near,18,700.0,431701.6357799447,4009063.8414806705,9.101598739624023,8m-array,8.0,101.00099132263578,98.08141160664577,True,114.09587883084646,-0.11477090708617599,-0.14035973418411574,0.15355214476585388,0.0
near,18,750.0,431750.2440966589,4009075.5560675696,9.384490013122559,8m-array,8.0,100.52984817193585,98.08141160664577,True,112.15912594152574,-0.10368552422254806,-0.1255155495970912,0.15355214476585388,0.0
near,19,550.0,431664.67674017546,4008672.9178137253,7.74279260635376,8m-array,8.0,120.56110284324056,112.26342647129964,True,105.97224313810823,0.13766680097654826,0.05936633166283389,0.15355214476585388,0.0
near,19,600.0,431711.9071037005,4008689.3279557507,8.154670715332031,8m-array,8.0,121.47262575296833,112.26342647129964,True,109.33757952603142,0.11098696605084224,0.026759755959035347,0.15355214476585388,0.0
near,19,650.0,431759.13746722555,4008705.738097776,8.521601676940918,8m-array,8.0,121.03524157422633,105.49291311259303,True,107.69750847813623,0.12384439793050372,-0.02047025410983161,0.15355214476585388,0.0
near,19,700.0,431806.36783075053,4008722.1482398016,8.870875358581543,8m-array,8.0,119.02776005456565,98.08141160664577,True,115.27925753142816,0.03251671292309943,-0.14918421833254603,0.15355214476585388,0.0
near,19,750.0,431853.5981942756,4008738.558381827,9.192059516906738,8m-array,8.0,94.0098078396134,98.08141160664577,True,119.60242236823997,-0.2139807373619098,-0.1799379171045037,0.15355214476585388,0.0
near,19,800.0,431900.8285578006,4008754.9685238525,9.483744621276855,8m-array,8.0,100.22937220916761,98.08141160664577,True,110.46878329547131,-0.09269053918079562,-0.11213458969393175,0.15355214476585388,0.0
near,20,550.0,431737.82694391516,4008467.402015938,7.65725040435791,8m-array,8.0,119.58499048349344,112.26342647129964,True,106.80690372147842,0.11963727359175746,0.051087734591110934,0.15355214476585388,0.0
near,20,600.0,431784.8551570755,4008484.38280411,8.082457542419434,8m-array,8.0,120.0116826448753,103.32254115783341,True,109.95233530635139,0.09148825543810735,-0.06029698350695245,0.15355214476585388,0.0
near,20,650.0,431831.8833702359,4008501.363592282,8.477079391479492,8m-array,8.0,110.0858753436749,98.08141160664577,True,108.1303230027521,0.018085142877757088,-0.09293333374996549,0.15355214476585388,0.0
near,20,700.0,431878.91158339626,4008518.344380454,8.838869094848633,8m-array,8.0,108.36782717490495,98.08141160664577,True,122.26865671641777,-0.11369086661149419,-0.19782048612728587,0.15355214476585388,0.0
near,20,750.0,431925.93979655666,4008535.325168626,9.170644760131836,8m-array,8.0,94.00807983584818,98.08141160664577,True,120.93872657433516,-0.22268009182264725,-0.18899913712618854,0.15355214476585388,0.0
near,20,800.0,431972.968009717,4008552.305956798,9.469279289245605,8m-array,8.0,100.40579331926226,98.08141160664577,True,124.46191652136909,-0.1932809961027444,-0.21195644139220693,0.15355214476585388,0.0
near,21,500.0,431768.4131882734,4008236.2702468885,7.211445331573486,8m-array,8.0,101.51837578242477,103.32254115783341,True,104.37896859649969,-0.027405835222737096,-0.010121075661804424,0.15355214476585388,0.0
near,21,550.0,431815.4139768611,4008253.326796133,7.658482074737549,8m-array,8.0,109.57550713840551,103.32254115783341,True,116.48854619873457,-0.059345225654504286,-0.11302403086428237,0.15355214476585388,0.0
near,21,600.0,431862.4147654489,4008270.3833453776,8.090744972229004,8m-array,8.0,110.14722268074377,103.32254115783341,True,112.29672775203798,-0.019141297474317587,-0.07991494297162816,0.15355214476585388,0.0
