acq_utc,sensore,mode,metadata_level,product_id,platformSerialIdentifier,orbitDirection,swathIdentifier,polarisationChannels,polarisationMode,delta_az_m,delta_az_source,slant_range_res_m,chirp_bw_MHz_inferita,sensorResolution,resolution_class,incidenceAngle,minimumIncidenceAngle,maximumIncidenceAngle,off_nadir_angle,slant_km,beta_s,T_dwell_s,T_base_s,dphi_8s_deg,dphi_10s_deg,dphi_12s_deg,eoweb_span_s,cleos_datatake_s,scene_azimuth_km,heading_deg,range_dir_deg,offshore_extent_km,onshore_extent_km,footprint_long_km,footprint_short_km,sea_area_km2,pier_in,wr17m_in,wr26m_in,centre_lat,centre_lon,processingLevel,dopplerFrequency,Quality,Availability,Revision,aoi_coverage_percentage,orbitNumber,RelOrbit,OrbitCycle,OrbitPhase,OrbitsRepeatCycle,DatatakeFileNumber,UniqueDataTakeID,AntennaReceiveConfiguration,IOP,GOP,acquisitionStation,acquisitionDate,archivingDate,startTime,stopTime,status,processorName,acquisitionType,antennaLookDirection,CreationSite,sorgente,eoweb_id,polygon
2016-09-19 22:33:23,COSMO-SkyMed I gen,Spotlight-2,catalogue,601846,CSK4,DESCENDING,ES-35,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,59.362,59.178,59.547,51.49,1091.5,144.5,2.482,1.613,73,58,48,,8.391,,187.5,277.5,10.44,-3.69,10.62,10.38,108.4,True,True,False,36.18643,-75.71132,,,,ARCHIVED,,95.82347349418197,31771,,,,,,,,,,,,,2016-09-19T22:33:23.405Z,2016-09-19T22:33:31.796Z,,,,RIGHT,,CLEOS export,,
2016-09-20 11:01:30,COSMO-SkyMed I gen,Spotlight-2,catalogue,601955,CSK4,ASCENDING,ES-31,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,56.596,56.389,56.803,49.64,1029.2,136.3,2.34,1.521,68,55,46,,8.237,,352.0,82.0,7.97,-4.31,10.46,9.85,78.5,True,True,False,36.16979,-75.72164,,,,ARCHIVED,,100.0,31779,,,,,,,,,,,,,2016-09-20T11:01:30.674Z,2016-09-20T11:01:38.911Z,,,,RIGHT,,CLEOS export,,
2016-09-21 10:55:28,COSMO-SkyMed I gen,Spotlight-2,catalogue,602262,CSK2,ASCENDING,ES-23,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,50.591,50.338,50.844,44.75,919.0,121.7,2.09,1.358,61,49,41,,7.966,,351.3,81.3,5.52,-6.71,10.48,9.93,54.8,True,True,False,36.17459,-75.75251,,,,ARCHIVED,,86.83484975955096,47539,,,,,,,,,,,,,2016-09-21T10:55:28.770Z,2016-09-21T10:55:36.736Z,,,,RIGHT,,CLEOS export,,
2016-09-22 10:55:27,COSMO-SkyMed I gen,Spotlight-2,catalogue,602740,CSK3,ASCENDING,ES-23,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,50.561,50.307,50.814,44.75,918.5,121.6,2.089,1.358,61,49,41,,7.966,,351.3,81.3,5.52,-6.72,10.48,9.94,54.9,True,True,False,36.17643,-75.75338,,,,ARCHIVED,,86.28942719483548,42799,,,,,,,,,,,,,2016-09-22T10:55:27.337Z,2016-09-22T10:55:35.303Z,,,,RIGHT,,CLEOS export,,
2016-09-23 22:33:23,COSMO-SkyMed I gen,Spotlight-2,catalogue,603543,CSK1,DESCENDING,ES-35,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,59.36,59.175,59.545,51.49,1091.4,144.5,2.482,1.613,73,58,48,,8.391,,187.6,277.6,9.99,-4.26,10.83,10.45,104.3,True,True,False,36.17966,-75.71434,,,,ARCHIVED,,97.76108563042372,50301,,,,,,,,,,,,,2016-09-23T22:33:23.362Z,2016-09-23T22:33:31.753Z,,,,RIGHT,,CLEOS export,,
2018-03-12 22:38:18,COSMO-SkyMed I gen,Spotlight-2,catalogue,838415,CSK4,DESCENDING,ES-27,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,54.218,53.995,54.44,47.4,981.8,130.0,2.233,1.451,65,52,44,,8.128,,188.4,278.4,9.15,-5.32,11.19,10.43,95.4,True,True,False,36.18536,-75.72811,,,,ARCHIVED,,100.0,39755,,,,,,,,,,,,,2018-03-12T22:38:18.628Z,2018-03-12T22:38:26.756Z,,,,RIGHT,,CLEOS export,,
2018-03-13 22:56:23,COSMO-SkyMed I gen,Spotlight-2,catalogue,839093,CSK4,DESCENDING,ES-05,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,30.538,30.132,30.944,27.32,708.6,93.8,1.611,1.047,47,38,31,,7.501,,191.1,281.1,7.84,-6.84,11.15,10.39,81.5,True,True,False,36.18672,-75.74539,,,,ARCHIVED,,88.95512018377896,39770,,,,,,,,,,,,,2018-03-13T22:56:23.329Z,2018-03-13T22:56:30.830Z,,,,RIGHT,,CLEOS export,,
2019-10-02 10:43:03,COSMO-SkyMed I gen,Spotlight-2,catalogue,1157279,CSK1,ASCENDING,ES-08,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,34.701,34.322,35.08,30.85,738.3,97.8,1.679,1.091,49,39,33,,7.563,,349.5,79.5,6.05,-6.0,10.71,10.45,63.2,True,True,False,36.17711,-75.74639,,,,ARCHIVED,,94.16527253776617,66647,,,,,,,,,,,,,2019-10-02T10:43:03.443Z,2019-10-02T10:43:11.006Z,,,,RIGHT,,CLEOS export,,
2020-09-08 10:54:54,COSMO-SkyMed I gen,Spotlight-2,catalogue,1442832,CSK1,ASCENDING,ES-23,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,50.585,50.332,50.838,44.75,918.9,121.7,2.09,1.358,61,49,41,,7.966,,351.2,81.2,5.49,-6.87,10.86,10.46,57.4,True,True,False,36.16962,-75.75134,,,,ARCHIVED,,87.06707478355618,71713,,,,,,,,,,,,,2020-09-08T10:54:54.763Z,2020-09-08T10:55:02.729Z,,,,RIGHT,,CLEOS export,,
2020-09-08 22:44:52,COSMO-SkyMed I gen,Spotlight-2,catalogue,1443251,CSK1,DESCENDING,ES-20,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,47.748,47.475,48.022,42.12,876.6,116.1,1.993,1.296,58,47,39,,7.876,,189.3,279.3,9.76,-4.48,10.53,10.28,100.3,True,True,False,36.17532,-75.71504,,,,ARCHIVED,,98.00723071672299,71720,,,,,,,,,,,,,2020-09-08T22:44:52.839Z,2020-09-08T22:45:00.715Z,,,,RIGHT,,CLEOS export,,
2020-09-09 10:42:54,COSMO-SkyMed I gen,Spotlight-2,catalogue,1443707,CSK4,ASCENDING,ES-08,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,34.614,34.235,34.994,30.85,737.6,97.7,1.677,1.09,49,39,33,,7.563,,349.7,79.7,5.41,-6.66,10.64,10.39,56.2,True,True,False,36.16974,-75.75062,,,,ARCHIVED,,88.25299021352468,53253,,,,,,,,,,,,,2020-09-09T10:42:54.137Z,2020-09-09T10:43:01.700Z,,,,RIGHT,,CLEOS export,,
2020-09-11 22:50:52,COSMO-SkyMed I gen,Spotlight-2,catalogue,1445895,CSK2,DESCENDING,ES-13,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,40.116,39.782,40.45,35.76,786.2,104.1,1.788,1.162,52,42,35,,7.666,,190.2,280.2,7.63,-6.61,10.45,10.13,77.3,True,True,False,36.18425,-75.7442,,,,ARCHIVED,,90.96528070669996,69039,,,,,,,,,,,,,2020-09-11T22:50:52.021Z,2020-09-11T22:50:59.687Z,,,,RIGHT,,CLEOS export,,
2020-10-08 22:56:58,COSMO-SkyMed I gen,Spotlight-2,catalogue,1504216,CSK2,DESCENDING,ES-05,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,30.437,30.03,30.843,27.32,708.0,93.8,1.61,1.046,47,38,31,,7.508,,191.2,281.2,7.89,-6.84,11.23,10.39,82.1,True,True,False,36.18439,-75.74407,,,,ARCHIVED,,90.87418201722907,69439,,,,,,,,,,,,,2020-10-08T22:56:58.303Z,2020-10-08T22:57:05.811Z,,,,RIGHT,,CLEOS export,,
2020-10-09 10:36:55,COSMO-SkyMed I gen,Spotlight-2,catalogue,1505527,CSK1,ASCENDING,ES-0C,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,23.754,23.3,24.207,21.27,671.2,88.9,1.526,0.992,45,36,30,,7.36,,348.6,78.6,2.53,-9.41,10.55,10.17,25.7,True,False,False,36.18095,-75.78922,,,,ARCHIVED,,51.913442962704984,72172,,,,,,,,,,,,,2020-10-09T10:36:55.278Z,2020-10-09T10:37:02.638Z,,,,RIGHT,,CLEOS export,,
2020-11-10 10:36:52,COSMO-SkyMed I gen,Spotlight-2,catalogue,1589659,CSK1,ASCENDING,ES-0C,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,23.72,23.266,24.174,21.27,671.1,88.9,1.526,0.992,45,36,30,,7.36,,348.5,78.5,3.19,-8.74,10.55,10.15,32.4,True,False,False,36.17338,-75.77789,,,,ARCHIVED,,61.65420705503644,72646,,,,,,,,,,,,,2020-11-10T10:36:52.328Z,2020-11-10T10:36:59.688Z,,,,RIGHT,,CLEOS export,,
2020-11-13 10:42:51,COSMO-SkyMed I gen,Spotlight-2,catalogue,1598376,CSK2,ASCENDING,ES-08,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,34.514,34.134,34.895,30.85,736.8,97.6,1.675,1.089,49,39,33,,7.532,,349.5,79.5,5.45,-6.56,10.52,10.28,56.0,True,True,False,36.17504,-75.75234,,,,ARCHIVED,,87.54416515898505,69965,,,,,,,,,,,,,2020-11-13T10:42:51.866Z,2020-11-13T10:42:59.398Z,,,,RIGHT,,CLEOS export,,
2020-12-10 22:56:54,COSMO-SkyMed I gen,Spotlight-2,catalogue,1651720,CSK4,DESCENDING,ES-05,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,30.477,30.07,30.883,27.32,708.2,93.8,1.61,1.047,47,38,31,,7.502,,191.1,281.1,7.86,-6.82,11.16,10.39,81.7,True,True,False,36.18734,-75.74547,,,,ARCHIVED,,88.7176926184609,54623,,,,,,,,,,,,,2020-12-10T22:56:54.971Z,2020-12-10T22:57:02.473Z,,,,RIGHT,,CLEOS export,,
2020-12-11 22:56:54,COSMO-SkyMed I gen,Spotlight-2,catalogue,1652288,CSK2,DESCENDING,ES-05,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,30.475,30.069,30.881,27.32,708.2,93.8,1.61,1.047,47,38,31,,7.501,,191.2,281.2,7.68,-7.05,11.21,10.39,79.8,True,True,False,36.18368,-75.74628,,,,ARCHIVED,,88.78218912040775,70387,,,,,,,,,,,,,2020-12-11T22:56:54.921Z,2020-12-11T22:57:02.422Z,,,,RIGHT,,CLEOS export,,
2021-04-21 10:42:51,COSMO-SkyMed I gen,Spotlight-2,catalogue,1817405,CSK4,ASCENDING,ES-08,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,34.672,34.292,35.051,30.85,738.0,97.7,1.678,1.091,49,39,33,,7.563,,349.7,79.7,5.3,-6.78,10.68,10.43,55.3,True,True,False,36.17166,-75.7528,,,,ARCHIVED,,86.47557228791946,56571,,,,,,,,,,,,,2021-04-21T10:42:51.000Z,2021-04-21T10:42:58.563Z,,,,RIGHT,,CLEOS export,,
2021-04-22 10:42:49,COSMO-SkyMed I gen,Spotlight-2,catalogue,1821124,CSK2,ASCENDING,ES-08,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,34.621,34.242,35.001,30.85,737.6,97.7,1.677,1.09,49,39,33,,7.563,,349.5,79.5,5.65,-6.4,10.67,10.43,58.9,True,True,False,36.17706,-75.75111,,,,ARCHIVED,,89.29427645784247,72335,,,,,,,,,,,,,2021-04-22T10:42:49.799Z,2021-04-22T10:42:57.362Z,,,,RIGHT,,CLEOS export,,
2021-04-22 22:50:52,COSMO-SkyMed I gen,Spotlight-2,catalogue,1822894,CSK4,DESCENDING,ES-13,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,39.981,39.645,40.316,35.76,784.8,103.9,1.785,1.16,52,42,35,,7.667,,190.1,280.1,7.8,-6.44,10.45,10.2,79.6,True,True,False,36.18879,-75.74425,,,,ARCHIVED,,89.89864247986108,56593,,,,,,,,,,,,,2021-04-22T22:50:52.696Z,2021-04-22T22:51:00.363Z,,,,RIGHT,,CLEOS export,,
2021-06-29 22:56:51,COSMO-SkyMed I gen,Spotlight-2,catalogue,1941935,CSK1,DESCENDING,ES-05,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,30.559,30.153,30.965,27.32,708.7,93.9,1.612,1.048,47,38,31,,7.502,,191.1,281.1,7.72,-7.03,11.28,10.39,80.3,True,True,False,36.18356,-75.74586,,,,ARCHIVED,,89.24935345592864,76075,,,,,,,,,,,,,2021-06-29T22:56:51.912Z,2021-06-29T22:56:59.414Z,,,,RIGHT,,CLEOS export,,
2021-06-30 10:54:50,COSMO-SkyMed I gen,Spotlight-2,catalogue,1942455,CSK4,ASCENDING,ES-23,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,50.576,50.323,50.83,44.75,918.8,121.7,2.089,1.358,61,49,41,,7.966,,351.1,81.1,5.46,-6.89,10.91,10.46,57.1,True,True,False,36.16768,-75.75076,,,,ARCHIVED,,87.29410165448554,57608,,,,,,,,,,,,,2021-06-30T10:54:50.308Z,2021-06-30T10:54:58.274Z,,,,RIGHT,,CLEOS export,,
2021-07-01 10:54:54,COSMO-SkyMed I gen,Spotlight-2,catalogue,1942002,CSK2,ASCENDING,ES-23,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,50.629,50.376,50.882,44.75,919.6,121.8,2.091,1.359,61,49,41,,7.966,,351.2,81.2,5.63,-6.71,10.89,10.45,58.9,True,True,False,36.17364,-75.75144,,,,ARCHIVED,,87.64772313469959,73372,,,,,,,,,,,,,2021-07-01T10:54:54.075Z,2021-07-01T10:55:02.041Z,,,,RIGHT,,CLEOS export,,
2021-10-13 22:45:03,COSMO-SkyMed I gen,Spotlight-2,catalogue,2098202,CSK1,DESCENDING,ES-20,HH,,0.91,nominale del modo (NON misurata sul prodotto),,,,VHR1b,47.721,47.447,47.994,42.12,876.2,116.0,1.992,1.295,58,47,39,,7.875,,189.5,279.5,9.59,-4.64,10.49,10.24,98.1,True,True,False,36.18003,-75.71906,,,,ARCHIVED,,99.97503407064195,77645,,,,,,,,,,,,,2021-10-13T22:45:03.517Z,2021-10-13T22:45:11.392Z,,,,RIGHT,,CLEOS export,,
