run,transect,distance_m,E,N,depth_mean_m,reference_gauge,gauge_depth_m,lambda_sar_radial_m,lambda_sar_paper_m,sar_paper_identifiable,lambda_pred_m,rel_err_radial,rel_err_paper,uncertainty_max_m,legacy_fraction,dominant_source_class,block
near,1,1600.0,431431.5650368263,4012424.197202121,14.995147705078125,waverider-17m,18.0,130.07250762025893,127.01156821934926,True,132.60918401057137,-0.01912896462819813,-0.04221137346547488,0.300119549036026,0.8952346307748272,4,0_1
near,1,1650.0,431480.2156464123,4012435.73488763,15.275394439697266,waverider-17m,18.0,163.2701891269726,127.01156821934926,False,134.29508196721298,0.2157570235284838,-0.05423514875728608,0.300119549036026,0.9694434339759913,4,0_1
near,1,1700.0,431528.86625599826,4012447.2725731395,15.479437828063965,waverider-17m,18.0,158.33577519532852,127.99999999999986,True,134.29508196721298,0.17901395103943485,-0.04687500000000011,0.300119549036026,0.9974545454545455,4,0_1
near,1,1750.0,431577.51686558424,4012458.8102586493,15.613104820251465,waverider-17m,18.0,129.46358442809364,127.99999999999986,True,134.29508196721298,-0.035976727281040066,-0.04687500000000011,0.300119549036026,0.99745269286754,4,0_1
near,1,1800.0,431626.1674751702,4012470.3479441586,15.714599609375,waverider-17m,18.0,119.17262255127403,127.99999999999986,False,122.26865671641777,-0.025321568489334756,0.046875,0.300119549036026,0.9989082969432315,4,0_1
near,1,1850.0,431674.81808475615,4012481.885629668,15.797018051147461,waverider-17m,18.0,131.259156776711,190.15202629330105,False,122.26865671641777,0.07353070117671479,0.5551984572328108,0.300119549036026,1.0,4,0_1
near,1,1900.0,431723.4686943421,4012493.423315177,15.817876815795898,waverider-17m,18.0,173.49992199658655,190.15202629330105,True,122.26865671641777,0.41900570968888085,0.5551984572328108,0.300119549036026,1.0,4,0_1
near,1,1950.0,431772.1193039281,4012504.9610006865,15.798964500427246,waverider-17m,18.0,197.89962857454566,190.15202629330105,True,122.26865671641777,0.618563856749826,0.5551984572328108,0.300119549036026,1.0,4,0_1
near,1,2000.0,431820.7699135141,4012516.498686196,15.745410919189453,waverider-17m,18.0,341.333333333333,127.01156821934926,False,122.26865671641778,1.7916666666666665,0.038790902184620224,0.300119549036026,1.0,4,0_1
near,1,2050.0,431869.42052310007,4012528.036371705,15.705451011657715,waverider-17m,18.0,276.88660989339405,255.99999999999972,False,122.26865671641775,1.2645755447824008,1.0937500000000004,0.300119549036026,1.0,4,0_2
near,1,2100.0,431918.07113268605,4012539.574057215,15.601997375488281,waverider-17m,18.0,223.45750885902547,204.79999999999995,True,122.26865671641777,0.8275943717718168,0.6750000000000016,0.300119549036026,1.0,4,0_2
near,1,2150.0,431966.721742272,4012551.111742724,15.480213165283203,waverider-17m,18.0,223.4312599051015,204.79999999999995,True,134.29508196721298,0.663733746851954,0.5250000000000012,0.300119549036026,1.0,4,0_2
near,1,2200.0,432015.372351858,4012562.6494282335,15.398981094360352,waverider-17m,18.0,268.47741251239256,204.79999999999995,False,120.86557377049166,1.2212893559103684,0.694444444444446,0.300119549036026,1.0,4,0_2
near,1,2250.0,432064.022961444,4012574.187113743,15.269070625305176,waverider-17m,18.0,204.79999999999976,255.99999999999972,False,132.29316770186318,0.5480769230769231,0.9350961538461542,0.300119549036026,1.0,4,0_2
near,1,2300.0,432112.67357102997,4012585.724799252,15.152655601501465,waverider-17m,18.0,341.333333333333,228.9733608959782,False,120.8394099638184,1.8246855345911954,0.8948566611218738,0.300119549036026,1.0,4,0_2
near,1,2350.0,432161.3241806159,4012597.2624847614,15.058385848999023,waverider-17m,18.0,174.66089460326245,46.35430197376944,True,131.5705832628908,0.3275071849022133,-0.6476849093148045,0.300119549036026,1.0,4,0_2
near,1,2400.0,432209.9747902019,4012608.8001702707,15.041340827941895,waverider-17m,18.0,125.0563021914513,29.696757276965936,True,132.42363433667768,-0.055634571442854885,-0.7757442814062628,0.300119549036026,1.0,4,0_2
near,1,2450.0,432258.62539978785,4012620.33785578,15.001246452331543,waverider-17m,18.0,104.35257287045893,97.88205893793261,True,118.7246376811593,-0.12105376854715899,-0.17555394693391635,0.300119549036026,1.0,4,0_2
near,1,2500.0,432307.27600937383,4012631.87554129,14.990033149719238,waverider-17m,18.0,104.6579325737175,100.84334043626677,True,119.92547245142387,-0.12730856560844928,-0.15911658820344754,0.300119549036026,1.0,4,0_2
near,1,2550.0,432355.9266189598,4012643.413226799,15.005855560302734,waverider-17m,18.0,106.70637718663201,91.58934435839129,True,132.4137931034481,-0.1941445472884552,-0.3083096389600649,0.300119549036026,1.0,4,0_2
near,1,2600.0,432404.5772285458,4012654.9509123084,15.080146789550781,waverider-17m,18.0,114.9101683366537,103.97144730968249,True,132.6281705342686,-0.1335915448900572,-0.2160681483364182,0.300119549036026,1.0,4,0_2
