instrument_id,family,position_status,lon_lat_json,position_uncertain,position_discrepancy_m,footprint_status,footprint_center_m,footprint_minimum_m,footprint_inside,footprint_bearing_deg,footprint_method,footprint_center_definition,roi_status,roi_center_m,roi_minimum_m,roi_inside,roi_bearing_deg
FRF:waverider-17m,waves,dated_product_coordinates_nominal_not_proven_measured; conflicting_nominal_metadata,"[-75.714, 36.199666666666666]",True,24.45847969096893,computed_conditioned_on_historical_position_position_uncertain,2226.5742647346647,0.0,True,191.23908164297333,WGS84 Vincenty inverse; closest point on GeoJSON linear lon/lat boundary,"geometric lon/lat polygon centroid, not SAR aperture center",not_evaluable,,,,
FRF:awac-11m,waves,dated_product_coordinates_nominal_not_proven_measured; conflicting_nominal_metadata,"[-75.739155, 36.189244]",True,46.1136501252114,computed_conditioned_on_historical_position_position_uncertain,2097.636219248632,0.0,True,119.31943869850477,WGS84 Vincenty inverse; closest point on GeoJSON linear lon/lat boundary,"geometric lon/lat polygon centroid, not SAR aperture center",not_evaluable,,,,
FRF:8m-array,waves,dated_product_global_nominal_metadata,"[-75.7428906, 36.1872375]",False,0.0,computed_conditioned_on_historical_position,2309.6073851865826,0.0,True,110.38357074281875,WGS84 Vincenty inverse; closest point on GeoJSON linear lon/lat boundary,"geometric lon/lat polygon centroid, not SAR aperture center",not_evaluable,,,,
FRF:waverider-26m,waves,dated_product_global_nominal_metadata,"[-75.59131666, 36.25768333]",False,0.0,computed_conditioned_on_historical_position,14344.725557900916,6928.628007921105,False,233.0940313284229,WGS84 Vincenty inverse; closest point on GeoJSON linear lon/lat boundary,"geometric lon/lat polygon centroid, not SAR aperture center",not_evaluable,,,,
FRF:awac-11m,currents,dated_product_coordinates_nominal_not_proven_measured,"[-75.739155, 36.189244]",False,0.05620565015254986,computed_conditioned_on_historical_position,2097.636219248632,0.0,True,119.31943869850477,WGS84 Vincenty inverse; closest point on GeoJSON linear lon/lat boundary,"geometric lon/lat polygon centroid, not SAR aperture center",not_evaluable,,,,
FRF:derived,wind,dated_product_gauge_id_and_historical_nominal_table,"[-75.745116, 36.183683]",False,0.0,computed_conditioned_on_historical_position,2400.446794903946,0.0,True,99.8338411686693,WGS84 Vincenty inverse; closest point on GeoJSON linear lon/lat boundary,"geometric lon/lat polygon centroid, not SAR aperture center",not_evaluable,,,,
FRF:eopNoaaTide,water_level,dated_product_coordinates_nominal_not_proven_measured,"[-75.74528, 36.183639]",False,0.0,computed_conditioned_on_historical_position,2414.1597935741174,0.0,True,99.65977491558866,WGS84 Vincenty inverse; closest point on GeoJSON linear lon/lat boundary,"geometric lon/lat polygon centroid, not SAR aperture center",not_evaluable,,,,
