formula,bin_width_origin,valid_bin_fraction,status,valid_bin_count,valid_bandwidth_hz,m0_m2,m1,m2,Hm0_m,Tm01_s,Tm02_s,Tp_bin_s,peak_bin,partial_integral,swell_partitions,directional_reconstruction,instrument_id,offset_seconds,product,tensor_pointer,integral_qc,published_Hs_m,Hm0_minus_published_Hs_m,peak_band_caveat
mn=sum_valid(E(f)*df*f**n); Hm0=4sqrt(m0); Tm01=m0/m1; Tm02=sqrt(m0/m2),reconstructed_midpoint_edges,1.0,complete_spectrum,62,0.46499999999999997,0.0256644475605,0.005368574738159999,0.0014820420081280501,0.6408050881258669,4.780495534145459,4.1613639759390955,10.0,8,False,not inferred,none,FRF:waverider-17m,-396.44199657440186,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/waverider-17m/2021/FRF-ocean_waves_waverider-17m_202110.nc,waves__waverider-17m__4e2d54ee6b11/variables/waveEnergyDensity/9,"see_variable_qc_association; spectrum summary is diagnostic, not representative by default",0.6408051,-1.1874133121203556e-08,Published peak-frequency mean/mode and spread retained separately; all-frequency mean direction NOT assigned to Tp
mn=sum_valid(E(f)*df*f**n); Hm0=4sqrt(m0); Tm01=m0/m1; Tm02=sqrt(m0/m2),reconstructed_midpoint_edges,1.0,complete_spectrum,62,0.46499999999999997,0.016910594697149995,0.0025653344752136252,0.00045649649563241914,0.5201629698031185,6.591964853137439,6.086403160001891,10.81081081081081,7,False,not inferred,none,FRF:awac-11m,-395.9419991970062,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202110.nc,waves__awac-11m__ac63f1b339a0/variables/waveEnergyDensity/4,"see_variable_qc_association; spectrum summary is diagnostic, not representative by default",0.52016294,2.980311852862627e-08,Published peak-frequency mean/mode and spread retained separately; all-frequency mean direction NOT assigned to Tp
