position_id,instrument_id,family,product,sensor_time_utc,original_sample_index,effective_sensor_id,deployment_status,deployment_start,deployment_end,position_status,lon_lat_json,position_uncertain,position_discrepancy_m,footprint_status,footprint_center_m,footprint_minimum_m,footprint_inside,footprint_bearing_deg,footprint_method,footprint_center_definition,roi_status,roi_center_m,roi_minimum_m,roi_inside,roi_bearing_deg
position_41d4e27f87847229c9e8a045,FRF:waverider-17m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/waverider-17m/2021/FRF-ocean_waves_waverider-17m_202110.nc,2021-10-28T23:00:00.000003+00:00,1326,Datawell Waverider buoy (Mk III),within_supplied_bounds_not_complete_history,2008-05-22T18:24:00Z,,dated_product_coordinates_nominal_not_proven_measured; conflicting_nominal_metadata,"[-75.714, 36.199666666666666]",True,24.45847969096893,computed_conditioned_on_historical_position_position_uncertain,120664.08480129657,0.0,True,296.79497070743895,WGS84 Vincenty inverse; closest point on GeoJSON linear lon/lat boundary,"geometric lon/lat polygon centroid, not SAR aperture center",not_evaluable,,,,
position_ce170ab836dca6f9e65e7c6a,FRF:waverider-17m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/waverider-17m/2021/FRF-ocean_waves_waverider-17m_202110.nc,2021-10-28T23:29:59.999997+00:00,1327,Datawell Waverider buoy (Mk III),within_supplied_bounds_not_complete_history,2008-05-22T18:24:00Z,,dated_product_coordinates_nominal_not_proven_measured; conflicting_nominal_metadata,"[-75.714, 36.199666666666666]",True,24.45847969096893,computed_conditioned_on_historical_position_position_uncertain,120664.08480129657,0.0,True,296.79497070743895,WGS84 Vincenty inverse; closest point on GeoJSON linear lon/lat boundary,"geometric lon/lat polygon centroid, not SAR aperture center",not_evaluable,,,,
position_f243dcb653ff77a9286d02d2,FRF:waverider-17m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/waverider-17m/2021/FRF-ocean_waves_waverider-17m_202110.nc,2021-10-29T00:00:00+00:00,1328,Datawell Waverider buoy (Mk III),within_supplied_bounds_not_complete_history,2008-05-22T18:24:00Z,,dated_product_coordinates_nominal_not_proven_measured; conflicting_nominal_metadata,"[-75.714, 36.199666666666666]",True,24.45847969096893,computed_conditioned_on_historical_position_position_uncertain,120664.08480129657,0.0,True,296.79497070743895,WGS84 Vincenty inverse; closest point on GeoJSON linear lon/lat boundary,"geometric lon/lat polygon centroid, not SAR aperture center",not_evaluable,,,,
position_509595b3d1b0b81fa35a7e06,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202110.nc,2021-10-28T23:00:00.500001+00:00,667,Nortek AWAC,within_supplied_bounds_not_complete_history,2015-09-18T22:00:00Z,,dated_product_coordinates_nominal_not_proven_measured; conflicting_nominal_metadata,"[-75.739155, 36.189244]",True,46.1136501252114,computed_conditioned_on_historical_position_position_uncertain,119183.29239676987,0.0,True,297.7665564450459,WGS84 Vincenty inverse; closest point on GeoJSON linear lon/lat boundary,"geometric lon/lat polygon centroid, not SAR aperture center",not_evaluable,,,,
position_252d59cbf85252c0baa70726,FRF:awac-11m,waves,https://chldata.erdc.dren.mil/thredds/dodsC/frf/oceanography/waves/awac-11m/2021/FRF-ocean_waves_awac-11m_202110.nc,2021-10-29T00:00:01.999999+00:00,668,Nortek AWAC,within_supplied_bounds_not_complete_history,2015-09-18T22:00:00Z,,dated_product_coordinates_nominal_not_proven_measured; conflicting_nominal_metadata,"[-75.739155, 36.189244]",True,46.1136501252114,computed_conditioned_on_historical_position_position_uncertain,119183.29239676987,0.0,True,297.7665564450459,WGS84 Vincenty inverse; closest point on GeoJSON linear lon/lat boundary,"geometric lon/lat polygon centroid, not SAR aperture center",not_evaluable,,,,
