geometry,centre_offset_m,transect_slc,distance_m,E,N,band,band_name,window_class,dominant_class_name,depth_mean_m,lambda_pred_m,slc_lambda_contour_m,grd_lambda_contour_m,slc_lambda_centroid_m,grd_lambda_centroid_m,slc_rel_err_contour,grd_rel_err_contour,slc_rel_err_centroid,grd_rel_err_centroid,slc_identifiable,grd_identifiable,forward_source,block
near,22.131241612046104,2,3350.0,433167.3930405052,4012693.5187982866,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,15.078536033630371,113.97565217391292,63.82075583286114,78.10169491525414,146.2857142857141,163.64140640952328,-0.462447247013254,-0.28495762711864403,0.23214285714285698,0.49818182137625255,True,True,block39_sector72,0_3
near,18.561456029191863,2,3400.0,433215.79404622305,4012706.0624279645,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,15.024959087371826,118.7246376811593,137.38401653758683,115.64901157187205,105.13525461583971,96.70159886568962,0.15716517835614008,-0.025905542180275853,-0.11446135638513832,-0.18549678689787708,True,False,block39_sector72,0_3
near,15.003784604135417,2,3450.0,433264.1950519409,4012718.6060576425,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,14.978975772857666,118.7246376811593,100.4114611907501,101.14351069691783,104.43693470474366,104.67058808662713,-0.15424916721658144,-0.1480832228897293,-0.12034320133943843,-0.11837517358675786,True,True,block39_sector72,0_3
near,18.096749953975277,3,600.0,430558.80614590057,4011809.0488357362,1,A_0_12m,temporally_inadmissible,bluetopo_direct_2019_2020_certified,7.375884532928467,91.63770168265653,85.33333333333324,78.53721485797067,85.92494252890934,78.9418019331789,-0.06915196682575975,-0.14263232058123765,-0.06269847163697295,-0.13821556245680688,True,True,block39_sector72,0_0
near,15.974199778707554,3,650.0,430606.81939672603,4011823.0033240886,1,A_0_12m,temporally_inadmissible,bluetopo_direct_2019_2020_certified,7.7855706214904785,93.60885014071472,93.09090909090897,78.76923076923069,92.45609034517689,90.35146846168833,-0.006001392332926181,-0.15813127679664674,-0.01277980878132956,-0.03434279285735775,True,True,block39_sector72,0_0
near,13.854715222191034,3,700.0,430654.83264755143,4011836.957812441,1,A_0_12m,temporally_inadmissible,bluetopo_direct_2019_2020_certified,8.155956268310547,94.14844158382382,93.09090909090897,85.33333333333324,95.13586426682807,92.16613595829193,-0.011468535829533222,-0.09341351935342379,0.010246823424721718,-0.02082141211068167,True,True,block39_sector72,0_0
near,11.739956765276382,3,750.0,430702.84589837684,4011850.9123007935,1,A_0_12m,temporally_inadmissible,bluetopo_direct_2019_2020_certified,8.538958549499512,99.57997106833884,115.12806742976424,93.09090909090897,114.57224082842673,100.28638404232134,0.15581587819892273,-0.06490470542535143,0.15023571668233004,0.007373617291689838,True,True,block39_sector72,0_0
near,9.6330374986151,3,800.0,430750.85914920224,4011864.8667891454,1,A_0_12m,temporally_inadmissible,bluetopo_direct_2019_2020_certified,8.90993595123291,101.7515042511869,119.85013472883753,107.70000944938768,124.63957164026053,103.88772871056298,0.17734866690975193,0.05893079984519045,0.22439773511205452,0.021447595223048177,True,True,block39_sector72,0_0
near,7.540531393934883,3,850.0,430798.8724000277,4011878.821277498,1,A_0_12m,temporally_inadmissible,bluetopo_direct_2019_2020_certified,9.28566598892212,103.24556565336904,119.85013472883753,121.43146215046566,125.89599768850121,124.55043158363145,0.160399543577175,0.17657453427461656,0.21893612040119614,0.20679487374229644,True,True,block39_sector72,0_0
near,24.68334914414266,3,1600.0,431519.071162409,4012088.138602783,2,B_12_20m,mixed_source,legacy_bias_corrected,14.692566394805908,126.10439387464154,127.01156821934926,114.09121577598049,131.65276558399094,151.22237896587782,0.05901031125899969,-0.13746677337175317,0.09770817110476826,0.14324600347802008,False,True,block39_sector72,0_1
near,17.40604992811872,3,3650.0,433487.61444625113,4012660.272625229,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,15.021373271942139,118.7246376811593,93.09090909090897,134.45778724835563,105.85867718528254,130.17730366758332,-0.21590909090909116,0.132517983415106,-0.10836807546575888,0.09646410559854224,False,False,block39_sector72,0_3
near,11.083432974522928,3,3700.0,433535.62769707653,4012674.227113581,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,15.113987445831299,120.01698924547202,78.76923076923069,152.64890726398542,132.53010353131282,144.4621931913675,-0.343930615663828,0.27237503322273104,0.10384400838610275,0.20413628342206458,False,True,block39_sector72,0_3
near,13.249402731630509,3,3750.0,433583.640947902,4012688.181601933,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,15.234333515167236,132.44738338790498,81.75303097533674,152.64890726398542,131.36396691170035,131.22714662316218,-0.38289968454035406,0.15280288287145938,-0.008419083009944983,-0.008974019862712512,True,True,block39_sector72,0_3
near,8.594261524772316,3,3800.0,433631.6541987274,4012702.1360902856,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,15.374122619628906,132.71177875504037,127.01156821934926,127.01156821934926,129.65505350098178,129.7538636420357,-0.04328866387810315,-0.04261471023032204,-0.023376679707956205,-0.021943889968118913,False,True,block39_sector72,0_3
near,15.979142633250046,3,3850.0,433679.6674495528,4012716.090578638,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,15.529990196228027,134.29508196721298,127.01156821934926,127.01156821934926,127.72625493381557,109.13237738238851,-0.05423514875728608,-0.05423514875728608,-0.04891338489224151,-0.18736877193289725,True,True,block39_sector72,0_3
