run,product,transect,distance_m,band_name,depth_navd88_m,lambda_sar_contour_m,lambda_pred_base_m,rel_err_base,lambda_pred_histogram_m,rel_err_forward_check,block,lambda_pred_eta+0.000_m,rel_err_eta+0.000,lambda_pred_eta+0.235_m,rel_err_eta+0.235,lambda_pred_eta-0.100_m,rel_err_eta-0.100,lambda_pred_eta+0.435_m,rel_err_eta+0.435,lambda_pred_wr17_discrete_max_m,lambda_pred_wr17_published_Tp_m,lambda_pred_wr17_lobe_Tmin_m,lambda_pred_wr17_lobe_Tmax_m,rel_err_wr17_discrete_max,rel_err_wr17_published_Tp,rel_err_wr17_lobe_Tmin,rel_err_wr17_lobe_Tmax,lambda_pred_awac-11m_m,rel_err_awac-11m,lambda_pred_8m-array_m,rel_err_8m-array,lambda_pred_waverider-26m_m,rel_err_waverider-26m,lambda_pred_current_diag_m,rel_err_current_diag
slc_far,slc,2,13900.0,C_20_30m,26.116256713867188,285.22803943995166,154.45396050454602,0.8466864721902458,164.4877550940682,0.7234848574557642,0_13,154.45396050454602,0.8466864721902458,154.9185282066739,0.8411486524028571,154.25474692368468,0.8490713908536256,155.30997983800836,0.836508122256217,164.37002849903791,157.71214657407126,132.06757248567214,184.6755110164897,0.7352800996905657,0.8085356495099834,1.1597128959941752,0.5444821994535247,146.52861330832084,0.9465688850803762,167.37767797641857,0.704098437069588,165.19161012471315,0.7266496720058346,162.72220057061458,0.752852643583656
slc_far,slc,2,14000.0,C_20_30m,26.091251373291016,314.5190998189825,154.40423222658654,1.0369849665612088,164.4877550940682,0.9004755177050352,0_13,154.40423222658654,1.0369849665612088,154.86933336292614,1.0308675254766388,154.20478970109403,1.0396195243262998,155.26123398537626,1.0257413376516538,164.3139958972599,157.6599593178721,132.03033266967327,184.60788816660477,0.9141345696177998,0.9949205948027229,1.3821730465973903,0.7037143046408483,146.48323884515602,1.1471337082562276,167.32096099266883,0.8797351984654402,165.13617052640618,0.9046045382812677,162.66655836712135,0.9335203435554706
slc_far,slc,2,14100.0,C_20_30m,26.064899444580078,323.81723240124165,154.3517641421565,1.0979172748748702,164.4877550940682,0.9566593022291843,0_13,154.3517641421565,1.0979172748748702,154.81742817652488,1.0916071027353649,154.15208002487032,1.1006348558449437,155.2098025858026,1.0863194656937343,164.25488256230028,157.60489965749127,131.99103093896966,184.5365567732364,0.9714313958272804,1.054613994266453,1.4533275488314739,0.7547592632236937,146.43536087647936,1.2113322251063856,167.26112490720078,0.9359981739982963,165.0776810134774,0.9616051692342609,162.60785641067864,0.9913996749543046
slc_far,slc,2,14200.0,C_20_30m,26.036510467529297,97.08451085106722,154.29516908242505,-0.37078709963236556,164.4877550940682,-0.4133687393642783,0_13,154.29516908242505,-0.37078709963236556,154.76144037623862,-0.3726828167594831,154.09522433191296,-0.3699706705903336,155.154325906432,-0.3742713244771828,164.1911269252026,157.54551248671632,131.94862617518103,184.4596344026959,-0.4087103690122418,-0.38376847858961993,-0.26422492097664296,-0.4736815392406074,146.38371286964244,-0.3367806503342152,167.19658890924057,-0.41933916544333527,165.01459613699072,-0.41166107045179057,162.54454390225374,-0.4027205803385867
slc_far,slc,2,14300.0,C_20_30m,26.046329498291016,100.62670572755218,154.31475223463423,-0.34791259895521753,164.4877550940682,-0.39196509600661167,0_13,154.31475223463423,-0.34791259895521753,154.78081339305845,-0.34987610207206055,154.11489767357168,-0.3470669789452282,155.17352205607003,-0.35152141683558635,164.21318693260753,157.56606138329838,131.9633005390437,184.48624894390198,-0.3872190924054778,-0.3613681471496224,-0.23746446688956546,-0.4545571482774825,146.4015847130131,-0.312666553952897,167.21891902819155,-0.3982337267077569,165.03642429604128,-0.3902757760489973,162.56645064851998,-0.3810118549914451
slc_far,slc,2,14400.0,C_20_30m,26.094518661499023,98.8911790048742,154.41073314680662,-0.35955760982720664,164.4877550940682,-0.402451982331387,0_14,154.41073314680662,-0.35955760982720664,154.87576454404044,-0.36148060804727433,154.21132055272423,-0.3587294457344089,155.26760646735264,-0.36309201091685817,164.32132063806347,157.66678154637393,132.03520152090806,184.61672752270294,-0.3981841271669587,-0.3727836768470617,-0.25102413700474735,-0.464343343467004,146.48917078369666,-0.32492498608722975,167.32837523665677,-0.4089993471519108,165.14341784174962,-0.40118001493927125,162.67383209935426,-0.39208920249400847
slc_far,slc,2,14500.0,C_20_30m,26.16449546813965,101.61272857430347,154.5497320524741,-0.34252407154091336,164.4877550940682,-0.3860070722133756,0_14,154.5497320524741,-0.34252407154091336,155.01327260608923,-0.3444901403216235,154.35095930937504,-0.341677375839078,155.40385967715227,-0.34613767775522797,164.47795823540483,157.81266136604202,132.1392660587678,184.80579042171212,-0.38221066418593985,-0.35611802187014885,-0.2310179131075838,-0.4501648008840453,146.61599054373312,-0.30694647836523614,167.48692403807237,-0.3933094827677095,165.29839296962146,-0.38527697245684744,162.82937706160905,-0.3759557985912044
slc_far,slc,2,14800.0,C_20_30m,26.382986068725586,110.10116210083218,154.98087053971582,-0.2895822451028409,164.4877550940682,-0.33471587841904316,0_14,154.98087053971582,-0.2895822451028409,155.43979018839119,-0.2916796788815086,154.78408095786506,-0.28867903327343036,155.82648763585283,-0.29343743947996226,164.96410413560065,158.26527589692805,132.4615771803186,185.39300963853302,-0.332575030927159,-0.3043252129890024,-0.16880680085099264,-0.40612020746898647,147.00918710484652,-0.25105930949534216,167.97896743204467,-0.34455388204851756,165.7792966098635,-0.3358569836380799,163.31210939595172,-0.325823648300991
slc_far,slc,2,14900.0,C_20_30m,26.447877883911133,43.229033148229085,155.1080889025446,-0.7212973646049488,164.4877550940682,-0.7387894115188791,0_14,155.1080889025446,-0.7212973646049488,155.56564596696467,-0.7221170980294129,154.91188408259137,-0.7209443716714368,155.9511964145915,-0.7228040942160776,165.1076403660091,158.39887013813973,132.5565463308214,185.5665156030051,-0.738176664311843,-0.7270874905197933,-0.673882321584161,-0.7670429225458333,147.1251615280404,-0.7061751185232166,168.12423497741023,-0.7428744692635331,165.92126100035148,-0.7394605556418866,163.45463121950502,-0.7355288569941079
slc_far,slc,2,15000.0,C_20_30m,26.498504638671875,43.229033148229085,155.20707859392868,-0.7214751186617587,165.9369864164829,-0.7387894115188791,0_14,155.20707859392868,-0.7214751186617587,155.66357570637797,-0.7222919173476376,155.011328652828,-0.721123394503332,156.04823388874703,-0.7229764665004234,165.21935463924927,158.5028332912902,132.63039913774028,185.70159587733085,-0.7383536980723706,-0.7272664958058858,-0.6740639142363241,-0.7672123766950019,147.21538689065795,-0.7063551979091913,168.23729358184104,-0.743047262424013,166.03174427496523,-0.7396339276142431,163.56555390026492,-0.7357082092321942
