run,product,geometry,transect,distance_m,E,N,band,band_name,window_class,dominant_class_name,admissible_fraction,depth_mean_m,forward_source,lambda_contour_m,lambda_centroid_m,lambda_pred_m,identifiable,rel_err_contour,rel_err_centroid,block
slc_near,slc,near,36,3800.0,435589.5195534697,4007153.103719346,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,0.0,18.527698516845703,block39_sector72,142.0032502336585,165.2737996276011,143.71929824561389,False,-0.011940275473810713,0.14997638901040933,4_3
slc_near,slc,near,36,3850.0,435627.9222347582,4007185.122995882,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,0.0,18.614213943481445,block39_sector72,142.0032502336585,148.44382039031223,143.71929824561389,False,-0.011940275473810713,0.032873261993140446,4_3
slc_near,slc,near,36,3900.0,435666.32491604675,4007217.142272417,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,0.0,18.706806182861328,block39_sector72,142.0032502336585,105.11829761846269,143.71929824561389,False,-0.011940275473810713,-0.2685860639340357,4_3
slc_near,slc,near,36,3950.0,435704.72759733524,4007249.1615489526,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,0.0,18.799049377441406,block39_sector72,91.58934435839126,88.49301035428466,143.71929824561389,True,-0.3627206264125602,-0.3842649426032433,4_3
slc_near,slc,near,36,4000.0,435743.1302786237,4007281.180825488,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,0.0,18.900548934936523,block39_sector72,91.58934435839126,87.99339700958615,143.71929824561389,True,-0.3627206264125602,-0.3877412561588848,4_3
slc_near,slc,near,36,4050.0,435781.53295991226,4007313.2001020233,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,0.0,19.016645431518555,block39_sector72,42.519285685114816,94.33652280954529,143.71929824561389,True,-0.7041504780210515,-0.34360573728709876,4_3
slc_near,slc,near,36,4100.0,435819.93564120075,4007345.219378559,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,0.0,19.137590408325195,block39_sector72,42.519285685114816,111.99885181157504,145.90190122914257,True,-0.7085762054715297,-0.232368798020815,4_4
slc_near,slc,near,36,4150.0,435858.33832248923,4007377.2386550945,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,0.0,19.262537002563477,block39_sector72,44.354363578799045,132.33340777422208,146.40994159249567,True,-0.6970536078605167,-0.09614465838291875,4_4
slc_near,slc,near,36,4200.0,435896.7410037778,4007409.2579316297,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,0.0,19.389291763305664,block39_sector72,147.03783088491267,171.89959602992062,146.90632726894128,True,0.0008951528393370545,0.17013064873117534,4_4
slc_near,slc,near,36,4250.0,435935.14368506626,4007441.2772081653,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,0.0,19.51555633544922,block39_sector72,149.18950845807555,175.08570036225234,148.94545454545437,True,0.0016385455559284612,0.17550213866258435,4_4
