phase,case,replicate,transfer,gain,selected,recovered,s1_hat,s2_hat,s1_true,s2_true,separation_true,tolerance,alternatives,boundary
evaluation,physical_weak_persistent,6,geometry,0.10965356131805282,False,False,0.2666666666666666,0.46666666666666656,0.214358311506765,0.45828742987471477,0.24392911836794978,0.03,1,False
evaluation,physical_weak_persistent,7,constant,0.1475104662831681,False,False,0.2666666666666666,0.46666666666666656,0.214358311506765,0.45828742987471477,0.24392911836794978,0.03,1,False
evaluation,physical_weak_persistent,7,geometry,0.14643388605432506,False,False,0.2666666666666666,0.46666666666666656,0.214358311506765,0.45828742987471477,0.24392911836794978,0.03,1,False
evaluation,physical_weak_persistent,8,constant,0.21256743068433326,True,True,0.19999999999999996,0.46666666666666656,0.214358311506765,0.45828742987471477,0.24392911836794978,0.03,0,False
evaluation,physical_weak_persistent,8,geometry,0.21887214888873985,True,True,0.19999999999999996,0.46666666666666656,0.214358311506765,0.45828742987471477,0.24392911836794978,0.03,0,False
evaluation,physical_weak_persistent,9,constant,0.20273731216386848,True,True,0.19999999999999996,0.46666666666666656,0.214358311506765,0.45828742987471477,0.24392911836794978,0.03,0,False
evaluation,physical_weak_persistent,9,geometry,0.20892809110855715,True,True,0.19999999999999996,0.46666666666666656,0.214358311506765,0.45828742987471477,0.24392911836794978,0.03,0,False
evaluation,physical_weak_persistent,10,constant,0.15885467237139872,False,False,0.2666666666666666,0.46666666666666656,0.214358311506765,0.45828742987471477,0.24392911836794978,0.03,1,False
evaluation,physical_weak_persistent,10,geometry,0.1608624666943138,False,True,0.19999999999999996,0.46666666666666656,0.214358311506765,0.45828742987471477,0.24392911836794978,0.03,1,False
evaluation,physical_weak_persistent,11,constant,0.1348361827353015,True,True,0.19999999999999996,0.46666666666666656,0.214358311506765,0.45828742987471477,0.24392911836794978,0.03,0,False
evaluation,physical_weak_persistent,11,geometry,0.14234878073768542,True,True,0.19999999999999996,0.46666666666666656,0.214358311506765,0.45828742987471477,0.24392911836794978,0.03,0,False
