scale,correlation_s,partition,replicate,error,gain,improved_folds,stable,category,slope_span,offset_ratio_cv,offset_ratio,delta_s
0,5,primary,67,,0.2918564329989398,3,True,descriptive_or_unstable,0.021851004195357793,0.1506842651690268,0.2011102969920662,-0.0016071145358966255
0,5,primary,68,,0.6241467206697553,4,True,repeated_predictive_stable,0.006905495860136224,0.07114766117507641,0.3689751111853976,-0.0067814196997979526
0,5,primary,69,,-0.5663036936574741,1,False,no_predictive_advantage,0.05479692398462238,0.23174303666098167,0.2746952387254236,9.275904180705563e-06
0,5,primary,70,,0.3343504073933746,3,True,descriptive_or_unstable,0.0188556762520371,0.1925772691299938,0.24366690248194844,8.126209898451364e-05
0,5,primary,71,,0.2768758937255188,3,True,descriptive_or_unstable,0.003385949358841789,0.2766395115361073,0.09629487233509067,-0.0010151317363811807
0,5,primary,72,,0.61170761409667,4,True,repeated_predictive_stable,0.024315432044384744,0.2030100843271044,0.20251241327210476,-0.0017162903951506436
0,5,primary,73,,-0.1213098985838621,2,True,no_predictive_advantage,0.014385933388541994,0.23466343766633183,0.10268051780387634,2.4269313205260712e-05
0,5,primary,74,,-0.31959595388315587,1,True,no_predictive_advantage,0.02046536734818183,0.21610150192036673,0.21505246903407102,0.0010314954149847066
0,5,primary,75,,-0.24262247898915423,0,True,no_predictive_advantage,0.008789503686545908,0.31787124771555636,0.0403240747339155,0.0005007421118402022
0,5,primary,76,,-0.4584678287344335,0,True,no_predictive_advantage,0.026324891917026305,0.3129932551035156,0.08164894583138407,0.0007621187823443898
0,5,primary,77,,-0.3068742242152107,1,True,no_predictive_advantage,0.022888327503176764,0.39631741676020793,0.0818954470563256,0.0011261052485683765
0,5,primary,78,,-1.0824458889672801,1,False,no_predictive_advantage,0.05725761328355172,0.3124795677581649,0.13898754195441823,0.0001620991612168443
0,5,primary,79,,-0.406917536795091,1,False,no_predictive_advantage,0.045910457407671135,0.7268779421196095,0.10979170327480557,0.0015184370044241113
0,5,primary,80,,0.29876370639261185,2,True,descriptive_or_unstable,0.025939013629664,0.21148828824921181,0.24073697971981237,0.001005914504564942
0,5,primary,81,,0.8982106522454899,4,True,repeated_predictive_stable,0.012322400999531136,0.05150796515865021,0.5155700944892597,0.00202156911085305
0,5,primary,82,,0.6889657231668381,3,True,descriptive_or_unstable,0.01834842066534431,0.0813291777573603,0.276187244983192,-0.000538680096695332
0,5,primary,83,,-0.23483902036397786,3,False,no_predictive_advantage,0.05334173678323334,0.16917345194160618,0.3352205205995699,-0.003365340062377653
0,5,primary,84,,-0.024852717004050895,1,True,no_predictive_advantage,0.012220844489443161,0.1861074853865515,0.12424945092179643,0.001651029586326791
0,5,primary,85,,0.6248252682218309,3,True,repeated_predictive_stable,0.025566323685017933,0.22313568112166143,0.4248073264831034,6.865667763750194e-05
0,5,primary,86,,-0.9470503045952632,1,True,no_predictive_advantage,0.023234293678769946,0.3846175325233353,0.08624901370638967,0.0010812593060470221
0,5,primary,87,,0.5461013572327202,4,True,repeated_predictive_stable,0.027298886722490423,0.15917202933055813,0.1836983355011746,-0.000774473887342253
0,5,primary,88,,-0.24939114200402646,2,True,no_predictive_advantage,0.03788703327380494,0.22129591057173484,0.19440543912377073,-0.0018150623061105597
0,5,primary,89,,-0.006354738168217411,1,True,no_predictive_advantage,0.02540136858933223,0.19860773762005288,0.26942150922427505,-0.003042102004817304
