phase,family,replicate,axis,separation_bins,ratio,noise_tau_s,score,valid_structure,denominator,E_early,E_mid1,E_mid2,E_late,pair_counts,truth_primary_s,ols_s,circular_s,r2,frozen_valid,relative_slope_error,B_slope_error_over_10pct,block15i_detects_B,block15i_m1_gain,block15i_amp_corr,A_slopes,control,decision,block15i_decision
evaluation,B_slow_OU,3,radial,3.0,1.0,5.0,1.6623524885864227,True,0.02539702983737061,0.32919204877643043,1.274597207928103,2.3637893980239713,1.735401024872424,61;135;195;105,0.40000000000205155,0.3931373991928977,0.39272126263960366,0.999763855508721,True,0.017156502022796637,False,False,5.849474655661435e-05,0.5181757396115287,0.33534259;0.40000000;0.46297132,False,abstain,abstain
evaluation,B_slow_OU,4,radial,3.0,1.0,0.0,0.5824432681242614,True,0.02906724997075953,0.878264294380807,1.7089233258803198,2.8843312285891267,1.572451011954637,61;135;195;105,0.40000000000205155,-0.25983351824782863,-0.1272908913756586,0.7797058540146076,False,1.64958379561624,True,False,0.0010133033696674287,0.8654888956602109,0.33534259;0.40000000;0.46297132,False,abstain,abstain
evaluation,B_slow_OU,5,radial,3.0,1.0,5.0,1.5240645309310474,True,0.03007538821383636,0.30649217382720184,1.1780130729017877,1.9330499665594658,1.4070586658925355,61;135;195;105,0.40000000000205155,-0.12729511361274778,-0.10553522545575188,0.4350186815627858,False,1.3182377840302373,True,False,0.00015914363235569606,0.5419551558595939,0.33534259;0.40000000;0.46297132,False,abstain,abstain
evaluation,B_slow_OU,6,radial,3.0,1.0,0.0,0.5955112178236758,True,0.02826941638256584,0.9927511237615931,1.7565419023826263,2.316226571789867,1.8008088783444813,61;135;195;105,0.40000000000205155,-0.19669350816731754,0.0626852024029396,0.4001804276154498,False,1.4917337704157718,True,False,0.002244571803443618,0.7823274046489671,0.33534259;0.40000000;0.46297132,False,abstain,abstain
evaluation,B_slow_OU,7,radial,3.0,1.0,5.0,1.6414900670746084,True,0.025988060460850025,0.36627588259600813,1.4970766706496161,2.895931148499818,1.8910299261714363,61;135;195;105,0.40000000000205155,-0.3853934595607357,-0.40834982216418025,0.8993642067468312,False,1.9634836488968974,True,False,0.0010924693312587275,0.8006621102938056,0.33534259;0.40000000;0.46297132,False,abstain,abstain
evaluation,B_slow_OU,0,tangential,1.452,1.0,0.0,0.5641175396566115,True,0.02300065078072637,1.0891252568221588,1.8789991677746556,2.6920657347121115,1.914568741541593,61;135;195;105,0.40000000000205155,0.4079402825454281,0.4090645438985789,0.9965086343967374,True,0.019850706358339517,False,False,0.0007736800062242422,-0.29536326072359553,0.33534259;0.40000000;0.46297132,False,abstain,abstain
evaluation,B_slow_OU,1,tangential,1.452,1.0,5.0,1.5935089314665747,True,0.02523565283900482,0.3583329920604313,1.2359238013522655,2.0757818048983734,1.7633516629013255,61;135;195;105,0.40000000000205155,0.42023334763228826,0.41840569766288815,0.9968303030246096,True,0.050583369075332334,False,False,0.006034116620673657,-0.3114626901233991,0.33534259;0.40000000;0.46297132,False,abstain,abstain
evaluation,B_slow_OU,2,tangential,1.452,1.0,0.0,0.4463209552277813,True,0.02549842303064035,0.9997710236748791,1.6743427962822848,2.304035025112768,1.562195107961987,61;135;195;105,0.40000000000205155,0.4026555281682418,0.39936635514527236,0.99703626641873,True,0.006638820415441566,False,False,0.008487554076840986,0.3330308273980494,0.33534259;0.40000000;0.46297132,False,abstain,abstain
evaluation,B_slow_OU,3,tangential,1.452,1.0,5.0,1.2078192604062798,True,0.02434416180798629,0.38931427247692585,1.2753837298092554,2.1558470976717947,1.3027154547320436,61;135;195;105,0.40000000000205155,0.3960359591666028,0.39150440900601513,0.997890533256182,True,0.009910102088571092,False,False,0.0072724500812595405,-0.3027492662031165,0.33534259;0.40000000;0.46297132,False,abstain,abstain
evaluation,B_slow_OU,4,tangential,1.452,1.0,0.0,0.5878791191057778,True,0.03150448711578499,0.8159943937531853,1.5009327892475302,2.3954937899247666,1.4689257108347296,61;135;195;105,0.40000000000205155,0.39482018159138516,0.399324460241638,0.9937613089422791,True,0.012949546026599564,False,False,0.01588022547925083,0.36694903016533853,0.33534259;0.40000000;0.46297132,False,abstain,abstain
evaluation,B_slow_OU,5,tangential,1.452,1.0,5.0,1.452501592115075,True,0.028509723190172337,0.3157041005479446,1.1292736075869587,1.9801624518353462,1.3492537979343577,61;135;195;105,0.40000000000205155,0.3952131368098697,0.3922052843684825,0.9955620044621432,True,0.011967157980393262,False,False,0.01698438390414625,0.26016001013217094,0.33534259;0.40000000;0.46297132,False,abstain,abstain
