transect,distance_m,E,N,certified,depth_mean_m,depth_p10_m,depth_p90_m,uncertainty_max_m,frf_survey_fraction,legacy_fraction,bluetopo_modern_fraction,bluetopo_old_fraction,cudem_fraction,dominant_source_class,source_year_min,sar_paper_wavelength_m,sar_identifiable,sar_axial_deg,sar_sector_source,sar_max_axial_deg,sar_peak_k,sar_centroid_k,sar_band_k,pred_Ek_peak_k,pred_Ek_centroid_k,pred_Ek_band_k,pred_k2Ek_peak_k,pred_k2Ek_centroid_k,pred_k2Ek_band_k,pred_Ek_centroid_k_all,pred_Ek_centroid_k_quantile,pred_Ek_centroid_k_mc00,pred_Ek_centroid_k_mc01,pred_Ek_centroid_k_mc02,pred_Ek_centroid_k_mc03,pred_Ek_centroid_k_mc04,pred_Ek_centroid_k_mc05,pred_Ek_centroid_k_mc06,pred_Ek_centroid_k_mc07,pred_Ek_centroid_k_mc08,pred_Ek_centroid_k_mc09,pred_Ek_centroid_k_mc10,pred_Ek_centroid_k_mc11,pred_Ek_centroid_k_mc12,pred_Ek_centroid_k_mc13,pred_Ek_centroid_k_mc14,pred_Ek_centroid_k_mc15,pred_Ek_centroid_k_mc16,pred_Ek_centroid_k_mc17,pred_Ek_centroid_k_mc18,pred_Ek_centroid_k_mc19,lambda_Tpeak_waverider-17m_m,lambda_Tpeak_awac-11m_m,lambda_Tpeak_8m-array_m,lambda_Tpeak_waverider-26m_m
0,500.0,430315.035167548,4012363.269820415,False,6.680020332336426,4.746390342712402,8.459407806396484,0.7262614965438843,0.0,0.0,1.0,0.0,0.0,3,2019.0,78.53721485797067,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,550.0,430363.5371974852,4012375.416963781,True,7.116435527801514,5.2555108070373535,8.737196922302246,0.15355214476585388,0.0,0.0,1.0,0.0,0.0,3,2019.0,85.33333333333324,True,90.0,sar,90.0,0.07247761089392947,0.0733826547648049,"[0.06749515466696829, 0.07976700097005343]",0.0671753902650011,0.0673887696447007,"[0.06672816427302547, 0.0682621450609111]",0.35251119323478897,0.35204859081975504,"[0.35204859081975504, 0.35204859081975504]",0.06994696433596319,0.07001000321684439,0.0605922411214829,0.07105265274540984,0.06721439965127726,0.07746602978822498,0.06373885896277887,0.0605922411214829,0.06923783462444259,0.06448647073015219,0.06984180833646628,0.06650844324203477,0.0677059400798235,0.06903515757210765,0.06192293675540727,0.0605922411214829,0.07138262387462146,0.06863233501339934,0.06939385765408357,0.06979273340903229,0.06245983736304358,0.06687390495856795,95.99256252123058,87.59806957210385,105.94981106597605,87.59806957210385
0,600.0,430412.03922742244,4012387.564107148,True,7.507636547088623,5.801838397979736,8.933774948120117,0.15355214476585388,0.0,0.0,1.0,0.0,0.0,3,2019.0,85.33333333333324,True,90.0,sar,90.0,0.06999320690369416,0.07265844037231783,"[0.06749515466696829, 0.07976700097005343]",0.0607427489507916,0.06067483964354124,"[0.05905826033359725, 0.062126221909368534]",0.3524356692204057,0.35204859081975504,"[0.35204859081975504, 0.35204859081975504]",0.06848471190918652,0.06847392234781592,0.06803393098704918,0.0605922411214829,0.06979612584879674,0.06758503901345128,0.06822763947881871,0.06519418348513983,0.06370230044236613,0.06866093492716696,0.06505999056628965,0.07145599604231498,0.059946064799129624,0.07072466264790425,0.0599317337092931,0.06776297267753487,0.059998367445784045,0.06902260966205984,0.0656323424376035,0.06680612512839021,0.06882752124690553,0.06088568074238517,95.76278146266074,87.38933816721753,105.6951557004194,87.38933816721753
0,650.0,430460.54125735967,4012399.7112505143,True,7.881446838378906,6.274287223815918,9.232802391052246,0.15355214476585388,0.0,0.0,1.0,0.0,0.0,3,2019.0,93.09090909090897,True,90.0,sar,90.0,0.06879485077690076,0.06818372287267262,"[0.055223308363883145, 0.07976700097005343]",0.059649570056856165,0.06749076548883291,"[0.05905826033359725, 0.07746602978822498]",0.35248625469321815,0.35204859081975504,"[0.35204859081975504, 0.35204859081975504]",0.06758338618974287,0.06758899287605005,0.06503195329999097,0.06517072199501497,0.0665118443006805,0.06724961360012136,0.06728697976884798,0.0605922411214829,0.06831113137159332,0.06737299989637084,0.059353795348126966,0.06880142332619799,0.06954775407710358,0.059313669741359404,0.0651268237841537,0.06818073933821435,0.06305301430402369,0.05938722198239363,0.06909409007116983,0.0642002611538055,0.06587492648242536,0.06487747888005885,99.6736793085645,90.90400617487327,110.0709710527491,90.90400617487327
0,700.0,430509.04328729695,4012411.858393881,True,8.25158405303955,6.733748912811279,9.556114196777344,0.15355214476585388,0.0,0.0,1.0,0.0,0.0,3,2019.0,93.09090909090897,True,90.0,sar,90.0,0.06688074009644059,0.06727575112063337,"[0.055223308363883145, 0.07976700097005343]",0.06438304038713145,0.06549520159687777,"[0.05752427954571161, 0.07439806821245368]",0.35205355377033226,0.35204859081975504,"[0.35204859081975504, 0.35204859081975504]",0.06607735739797874,0.06609701273542655,0.06429105069268932,0.06530992198814718,0.059754546570488266,0.06500977583661792,0.06549134955872418,0.06672816427302547,0.062000452884780344,0.06665302125114667,0.0616746803948096,0.0605922411214829,0.06489115651955596,0.06420177502302915,0.06612564905953838,0.061383905160750915,0.06441173256916748,0.06648238572884234,0.06611200657666098,0.0649364395337749,0.06429466497132764,0.06286349400420013,101.1713423004587,92.2463110026694,111.75064041954332,92.2463110026694
0,750.0,430557.5453172342,4012424.0055372473,True,8.56788158416748,7.126375675201416,9.844555854797363,0.15355214476585388,0.0,0.0,1.0,0.0,0.0,3,2019.0,102.39999999999988,True,90.0,sar,90.0,0.05999134366571221,0.07105266500298496,"[0.055223308363883145, 0.09203884727313857]",0.06092667833372348,0.06618456044725,"[0.0605922411214829, 0.07286408742456804]",0.35230825662560905,0.35213869967387523,"[0.3505146100318694, 0.3535825716076407]",0.06356058091625584,0.0635372752252633,0.06300404688778594,0.06279271538779888,0.06422830300700541,0.0613176282212754,0.06822198690162892,0.0643916894850859,0.06176821717989349,0.06606011771625604,0.06049992839598284,0.06588591005190446,0.0652975039151964,0.0605922411214829,0.06458226118612682,0.06417394953869646,0.06346787161166557,0.0575983617295046,0.05905725436265921,0.062231466149873425,0.0648492721140464,0.06593098290634057,103.05024516631914,93.93090932212841,113.85722101767196,93.93090932212841
0,800.0,430606.0473471714,4012436.152680614,True,8.897221565246582,7.613226413726807,10.152106285095215,0.23201750218868256,0.0,0.0,1.0,0.0,0.0,3,2018.0,82.78549334573489,True,71.56505117707799,sar,71.56505117707799,0.047158654583524154,0.054322632979390606,"[0.030679615757712858, 0.07976700097005343]",0.05712836065416977,0.06384497860986975,"[0.05599029875782596, 0.07286408742456804]",0.35162303829800595,0.35136520208407207,"[0.3505146100318694, 0.35204859081975504]",0.062217516718161836,0.06223216670313413,0.06334043927170437,0.06126904919075264,0.06182545439519569,0.06389576395571012,0.06223818482062885,0.06293529817875,0.056920251062327336,0.06362417166683935,0.060593054229011324,0.06369337312591716,0.062421933586826246,0.06322473456538817,0.059719423027859736,0.06727535733732774,0.06283984669814759,0.06426643247278914,0.06490559632783993,0.06074427260921907,0.06360736404389727,0.06359357538345493,104.90563913701868,95.59094800738937,115.94125595792525,95.59094800738937
0,850.0,430654.54937710863,4012448.299823981,True,9.22199821472168,7.944701671600342,10.470978736877441,0.23201750218868256,0.0,0.0,1.0,0.0,0.0,3,2018.0,127.12026448932349,True,56.309932474020215,sar,56.309932474020215,0.04294484552537197,0.042948335002738126,"[0.030679615757712858, 0.055223308363883145]",0.061413723619642376,0.06193048777856453,"[0.0605922411214829, 0.06366020269725417]",0.3336408213651273,0.3341634490853591,"[0.3336408213651273, 0.335174802153013]",0.06189125041861992,0.06189714274380514,0.061911256810985325,0.0619455593695788,0.05602989911560524,0.06284834774130155,0.06245834691882623,0.06259991107941253,0.05973552734926396,0.06199622808897107,0.06122838011105558,0.05918475525280778,0.06202579104252945,0.061913726735574576,0.06390676805754847,0.06357413561497526,0.055990298757825956,0.06177263463328266,0.06128027907866853,0.06325361637666418,0.06131514342465082,0.05659847197326652,107.53663222764196,97.9424018109392,118.89922961490984,97.9424018109392
0,900.0,430703.05140704586,4012460.446967347,True,9.527503967285156,8.356589317321777,10.793274879455566,0.23201750218868256,0.0,0.0,1.0,0.0,0.0,3,2018.0,127.12026448932349,True,63.43494882292201,sar,63.43494882292201,0.04757344543143885,0.05319316588443623,"[0.042951462060798, 0.06749515466696829]",0.06509448310839233,0.060986904777348014,"[0.05445631796994033, 0.0682621450609111]",0.3336408213651273,0.3336408213651273,"[0.3336408213651273, 0.3336408213651273]",0.058363500978968766,0.058384845084124844,0.06101628194394405,0.06058744540768052,0.06001139235164934,0.06068934213685022,0.05997735575638365,0.06353342557265067,0.061376242689005905,0.0605922411214829,0.06054588177312356,0.05841916762734855,0.060483520547878394,0.0605922411214829,0.06106080008496705,0.06110592608118683,0.05854099136963048,0.05899688051185417,0.06132730241170012,0.05817434641273563,0.06001626497630214,0.06187909120628778,108.4491833356015,98.7552095093657,119.92824872796812,98.7552095093657
0,950.0,430751.55343698314,4012472.594110714,True,9.832146644592285,8.648487091064453,11.115087509155273,0.23201750218868256,0.0,0.0,1.0,0.0,0.0,3,2018.0,119.85013472883753,True,63.43494882292201,sar,63.43494882292201,0.053125969646341836,0.0542774709430093,"[0.042951462060798, 0.06749515466696829]",0.06026225383964042,0.05768423363337561,"[0.05292233718205468, 0.062126221909368534]",0.3336408213651273,0.3336408213651273,"[0.3336408213651273, 0.3336408213651273]",0.05819394277666672,0.05985979771172187,0.058301840498699006,0.05996617705786964,0.058366101974586936,0.060371303812499603,0.0605922411214829,0.05994563658719418,0.05985844865824624,0.05939062860621223,0.058249347866189176,0.05445631796994032,0.058227359934689464,0.0605922411214829,0.06001297180608049,0.06463255040919604,0.05996362345034933,0.059597687789593276,0.06039541048618044,0.06037810311583709,0.05937629222634575,0.059735742666565804,109.98918928197789,100.12739026517333,121.66425651034517,100.12739026517333
