transect,distance_m,E,N,lon,lat,status,wavelength_smoothed_m,swath,burst,sample,line,n_samples,n_lines,ground_spacing_sample_m,ground_spacing_line_m,fp_E0,fp_N0,fp_E1,fp_N1,fp_E2,fp_N2,fp_E3,fp_N3,bright_fraction,affine_residual_max_m,spectrum_method,incidence_deg,n_spectra_averaged,peak_status,n_blobs,argmax_wavelength_m,argmax_axial_bearing_deg,wavelength_m,k_rad_m,axial_bearing_deg,blob_area_px,lobe_to_annulus,identifiable
14,2500.0,434444.0170161853,4006460.0984098176,-75.72921492495033,36.20073887242338,ok,99.61818781772175,IW,0,22394.381538692967,1475.0225173853091,52,51,9.807896264149578,10.119840547160921,434229.07691601326,4006169.112433979,434722.95653103385,4006248.4902054244,434645.0919657768,4006727.951762289,434151.2140616727,4006648.5815439997,0.0,0.037497630624265824,affine_dtft,44.25588288985294,9,identified,1,134.2923200860857,57.13900257851034,100.41146119075007,0.06257438376724264,64.44003482817605,5,6.194800285439181,True
14,2550.0,434480.23039761034,4006494.5743580386,-75.72881501421263,36.201052123409745,ok,105.58913144499093,IW,0,22398.589639486294,1477.8182507909241,52,51,9.807344037543944,10.12004093982925,434274.2700217385,4006196.868838891,434768.11556711537,4006276.246929928,434690.24741927395,4006755.7146048634,434196.40357116464,4006676.3440638175,0.0,0.03675520582059592,affine_dtft,44.258094602131436,9,identified,1,129.83592510733672,58.0366045705403,103.97144730968249,0.06043183460229139,66.03751102542165,4,6.657853880237231,True
14,2600.0,434516.4437790354,4006529.05030626,-75.72841510028648,36.20136537307986,ok,111.56007507226009,IW,0,22402.797995192916,1480.6138914991436,52,51,9.806805533133526,10.120240819950505,434308.1516427797,4006233.0566636906,434801.97060187225,4006312.4348038826,434724.097209056,4006791.912152356,434230.27993362484,4006712.5415591933,0.0,0.0361486677524405,affine_dtft,44.260306444236406,9,identified,1,122.08214560797475,56.844175804292,117.80582228695597,0.05333509995689993,57.52880770915146,3,4.90768837535613,True
14,2650.0,434552.6571604605,4006563.5262544816,-75.72801518317183,36.201678621433686,ok,115.03894729150127,IW,0,22407.006599872817,1483.4094404536038,52,51,9.806280769740674,10.120440191105741,434342.0305471918,4006269.245103035,434835.8235606271,4006348.623304835,434757.94494110707,4006828.1103016916,434264.1535976302,4006748.7396439407,0.0,0.03554398486328509,affine_dtft,44.262518413035465,9,identified,1,118.76637058493685,57.71793074160529,117.80582228695597,0.05333509995689993,57.52880770915146,3,4.748876190796583,True
14,2700.0,434588.87054188555,4006598.0022027027,-75.72761526286865,36.2019918684712,ok,117.58984836204748,IW,0,22411.215447582053,1486.2048985997035,52,51,9.805769753865862,10.12063906045225,434375.90678636,4006305.434156322,434869.67449477245,4006384.812432199,434791.79066681676,4006864.309052286,434298.02461456205,4006784.938317457,0.0,0.03494125328322817,affine_dtft,44.264730505394155,9,identified,1,117.63223334737054,58.4822914198949,117.80582228695597,0.05333509995689993,57.52880770915146,3,5.265615175702801,True
14,2750.0,434625.0839233106,4006632.478150924,-75.72721533937688,36.20230511419233,ok,117.53585488082035,IW,0,22415.42453237335,1489.0002668809652,52,51,9.80527247545081,10.120837410996664,434409.78041165153,4006341.6238229503,434903.52345570433,4006421.002185389,434825.63443758886,4006900.5084035494,434331.8930357996,4006821.1375791454,0.0,0.03434058272661161,affine_dtft,44.26694271817628,9,identified,1,117.70817498818086,60.0426789029982,117.80582228695597,0.05333509995689993,57.52880770915146,3,5.419856097156773,True
14,2800.0,434661.2973047357,4006666.9540991457,-75.72681541269645,36.20261835859704,ok,117.44586574544182,IW,0,22419.633848296453,1491.7955462430366,52,51,9.804788948797817,10.121035262010324,434454.95718770346,4006369.382147747,434948.67036314786,4006448.7609109133,434870.777823041,4006928.2731697056,434377.0662755482,4006848.901941283,0.0,0.03361161236524889,affine_dtft,44.269155048244116,9,identified,1,117.8189276177868,61.3988923753508,116.7259526624135,0.05382852025505731,65.77225468204567,5,4.292442146251219,True
14,2850.0,434697.51068616076,4006701.430047367,-75.72641548282735,36.202931601685286,ok,,IW,0,22423.84338939705,1494.5907376304808,52,51,9.804319172109759,10.121232598357146,434488.8253130745,4006405.5728367683,434982.51526517724,4006484.951714521,434904.6175660594,4006964.4735296187,434410.9292277942,4006885.1021835497,0.0,0.03301606724638409,affine_dtft,44.271367492457756,9,identified,1,120.3109751788174,60.648931535654356,113.33603134043462,0.055438550590380074,71.56505117707775,7,2.979270893125582,False
14,2900.0,434733.7240675859,4006735.9059955883,-75.72601554976951,36.203244843457014,ok,,IW,0,22428.05314971849,1497.3858419889123,52,51,9.803863149544087,10.121429429364488,434522.6909909024,4006441.7641381025,435016.35836037155,4006521.1431429707,434938.45552053023,4007000.674489227,434444.78975070035,4006921.3030129583,0.0,0.03242295655031521,affine_dtft,44.27358004767609,9,identified,1,106.09666317473659,87.75587056612567,117.20622536260821,0.05360794861997222,77.9885216136343,11,2.799846157443916,False
14,2950.0,434769.93744901096,4006770.38194381,-75.7256156135229,36.203558083912185,ok,,IW,0,22432.263123300007,1500.180860263673,52,51,9.803420887253099,10.121625748916234,434556.5542725782,4006477.9560511517,435050.1997001327,4006557.33519568,434972.29173786636,4007036.876047947,434478.6478956585,4006957.504428921,0.0,0.03183241827043741,affine_dtft,44.275792710755866,9,identified,2,132.23357871224746,63.63639197209555,132.5517755080952,0.04740174383251365,68.74949449286659,5,2.6653126799963816,False
14,3000.0,434806.15083043603,4006804.857892031,-75.72521567408745,36.203871323050755,ok,,IW,0,22436.473304178846,1502.97579340078,52,51,9.802992383115805,10.121821566876594,434592.0375101436,4006504.159509663,435085.66167018365,4006583.5389632783,435007.7502635064,4007063.0859426125,434514.12767624215,4006983.7140116827,0.0,0.03125558823049171,affine_dtft,44.27800547855277,9,identified,1,132.1468702292607,64.19186152701432,147.03783088491267,0.04273176004682408,68.96248897457795,4,3.1347067207214123,True
14,3050.0,434842.3642118611,4006839.3338402524,-75.72481573146312,36.20418456087267,ok,,IW,0,22440.683686388515,1505.7706423462412,52,51,9.802577643081259,10.1220168706128,434635.57740319904,4006541.908830676,435129.1758624411,4006621.2886097594,435051.2593348687,4007100.844906126,434557.66243164934,4007021.4726460325,0.0,0.030533246362252013,affine_dtft,44.28021834792056,9,identified,1,133.87004144414107,63.9946981698898,147.03783088491267,0.04273176004682408,68.96248897457795,4,3.0721539408148475,True
