transect,distance_m,E,N,lon,lat,status,wavelength_smoothed_m,swath,burst,sample,line,n_samples,n_lines,ground_spacing_sample_m,ground_spacing_line_m,bright_fraction,affine_residual_max_m,spectrum_method,incidence_deg,n_spectra_averaged,peak_status,n_blobs,argmax_wavelength_m,argmax_axial_bearing_deg,wavelength_m,k_rad_m,axial_bearing_deg,blob_area_px,lobe_to_annulus,identifiable,depth_T11.765_m,depth_T11.765_U-0.5_m,depth_T11.765_U+0.5_m
0,250.0,431697.2259085056,4007686.3574890075,-75.75987346227832,36.211603357229215,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,300.0,431744.1660795999,4007703.5801583026,-75.75935279086559,36.211761931158854,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,350.0,431791.1062506941,4007720.8028275976,-75.75883211731636,36.21192050284381,touches_land_or_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,400.0,431838.0464217883,4007738.0254968926,-75.75831144163068,36.21207907228401,ok,81.03598793604101,IW,0,22153.605266475515,1640.3620834555052,52,51,9.86198633642121,10.132266542253614,0.0,0.07300695439244677,affine_dtft,44.128662710897885,1,identified,1,68.3887092601577,69.92695838796436,68.88169410522232,0.09121705539909508,70.34617594194658,2,16.74192671151223,True,5.086058073394846,5.955813036846602,4.315073070950752
0,450.0,431884.9865928825,4007755.2481661877,-75.7577907638086,36.21223763947943,ok,91.11590059298928,IW,0,22158.584015799104,1641.309760223117,52,51,9.860407082009862,10.13231389015193,0.0,0.07220522194451191,affine_dtft,44.131284278461784,1,identified,2,66.54422811895596,69.81194230701193,65.61466811264717,0.09575885221872375,70.01689347809987,3,14.725483316306185,True,6.523314027961221,7.5460775441663905,5.617002584680481
0,500.0,431931.92676397675,4007772.4708354827,-75.75727008385012,36.21239620443004,ok,96.45388493178262,IW,0,22163.563560716837,1642.2573128980364,52,51,9.858846839082718,10.132361172129183,0.0,0.07140360345331427,affine_dtft,44.13390626362472,1,identified,4,105.0368624736435,66.99123080474968,108.61160159025353,0.05785003825727048,81.86989764584371,6,9.509127104773402,True,7.372928686987308,8.485610137424818,6.388233608524317
0,550.0,431978.86693507095,4007789.6935047777,-75.75674940175529,36.21255476713577,ok,108.07985975460801,IW,0,22168.543891878853,1643.2047427673137,52,51,9.857305615319747,10.132408387621117,0.0,0.07060211283170197,affine_dtft,44.13652866145718,1,identified,2,111.24104618894421,67.7505211098032,121.35563856383405,0.051774976272524656,95.44033203100507,5,8.668263874973876,True,9.455465895116374,10.791424296205593,8.279640048086183
0,600.0,432025.80710616516,4007806.9161740723,-75.75622871752415,36.212713327596624,ok,118.69615766509823,IW,0,22173.52499991976,1644.1520511212289,52,51,9.855783422892694,10.132455540053394,0.0,0.06980075699145068,affine_dtft,44.13915146702145,1,identified,2,127.75109106085175,93.33096798366806,117.80582228695603,0.0533350999568999,94.39870535499512,3,13.791680095077524,True,11.666447093409777,13.249667851743258,10.284527575743407
0,650.0,432072.74727725936,4007824.1388433673,-75.75570803115673,36.21287188581252,ok,122.05767635671315,IW,0,22178.506875459363,1645.0992392503422,52,51,9.854280271311355,10.13250262498555,0.0,0.0689995290974025,affine_dtft,44.141774675372005,1,identified,2,125.95702330107937,94.6283055061856,127.01156821934933,0.04946939397148855,97.12501634890134,2,7.63182998556285,True,12.43526113933078,14.108027827707623,10.980089058470917
0,700.0,432119.6874483536,4007841.3615126624,-75.75518734265304,36.21303044178345,ok,,IW,0,22183.489509103158,1646.0463084482265,52,51,9.85279617893469,10.132549649961069,0.0,0.06835690602124594,affine_dtft,44.1443982815558,1,ambiguous_multiple_blobs,2,122.99246986259963,94.78507138326039,127.01156821934933,0.04946939397148855,97.12501634890134,2,8.635563617006028,False,,,
0,750.0,432166.6276194478,4007858.5841819574,-75.75466665201314,36.21318899550936,ok,,IW,0,22188.472891441033,1646.9932600097814,52,51,9.851331153329978,10.13259660543205,0.0,0.06756469182043708,affine_dtft,44.14702228061156,1,ambiguous_multiple_blobs,4,83.29061747346239,70.06999251009938,127.99999999999986,0.04908738521234057,89.99999999999962,1,5.530976051892692,False,,,
0,800.0,432213.56779054203,4007875.8068512524,-75.75414595923708,36.2133475469902,ok,,IW,0,22193.45701304928,1647.9400952311482,52,51,9.849885206680469,10.132643498730397,0.0,0.06676390181814557,affine_dtft,44.14964666757082,1,ambiguous_multiple_blobs,2,80.07956075975342,71.94318821439175,80.95430810031041,0.07761397082653212,71.56505117707783,1,12.648954203224779,False,,,
